3,0,0,0,0,0,16,0,0,0,0,1,NA
8,9,0,0,1,2,1,0,0,0,0,27,NA
32,0,0,0,7,1,5,0,0,0,0,3,NA
48,0,0,0,0,0,0,0,0,0,0,0,NA
48,0,0,0,0,0,0,0,0,0,0,0,NA
22,0,0,1,9,1,12,0,0,0,0,3,MEAL
0,0,0,0,1,0,18,0,0,0,0,29,MEAL
0,0,0,0,6,0,20,0,0,0,0,22,MEAL
0,0,0,0,4,0,41,0,0,0,0,3,MEAL
0,0,0,0,11,0,5,1,0,0,0,32,MEAL
22,0,0,0,3,0,22,0,0,0,0,1,MEAL
20,0,0,0,25,0,3,0,0,0,0,0,MEAL
0,0,0,0,48,0,0,0,0,0,0,0,MEAL
12,0,0,0,36,0,0,0,0,0,0,0,MEAL
13,0,0,0,35,0,0,0,0,0,0,0,MEAL
32,0,0,0,16,0,0,0,0,0,0,0,MEAL
47,0,0,0,0,0,0,0,0,0,0,0,MEAL
43,0,0,0,2,0,3,0,0,0,0,0,MEAL
46,0,0,0,2,0,1,0,0,0,0,0,MEAL
44,0,0,0,4,0,0,0,0,0,0,0,MEAL
23,0,0,0,13,1,10,0,0,0,0,1,READ
7,14,0,3,6,2,0,0,0,0,0,16,READ
1,15,0,17,5,9,0,0,0,0,0,1,READ
31,1,0,2,4,0,0,0,0,0,0,8,READ
9,1,0,0,34,0,3,0,0,0,0,1,READ
6,0,0,2,36,0,1,0,0,0,0,3,READ
5,0,0,1,38,1,2,0,0,0,0,1,READ
20,0,0,7,16,5,0,0,0,0,0,0,READ
7,1,0,3,31,1,0,0,0,0,0,5,READ
5,2,0,0,33,0,1,0,0,0,0,7,READ
0,3,0,0,20,0,0,0,0,0,0,1,READ
2,8,0,0,3,1,0,0,0,0,0,0,NA
47,0,0,0,0,0,1,0,0,0,0,0,TV
13,23,0,0,2,0,2,0,0,0,0,0,TV
41,3,0,0,2,0,2,0,0,0,0,0,TV
49,0,0,0,0,0,0,0,0,0,0,0,TV
37,0,0,0,11,0,0,0,0,0,0,0,TV
13,1,0,1,30,2,1,0,0,0,0,0,TV
0,0,0,0,15,0,33,0,0,0,0,0,TV
5,0,0,0,43,0,0,0,0,0,0,0,TV
36,0,0,0,12,0,0,0,0,0,0,0,TV
48,0,0,0,0,0,0,0,0,0,0,0,TV
45,0,0,0,3,0,0,0,0,0,0,0,TV
49,0,0,0,0,0,0,0,0,0,0,0,TV
46,0,0,0,1,0,1,0,0,0,0,0,TV
36,0,0,1,4,0,2,0,0,0,0,5,TV
25,0,0,0,7,0,2,0,0,0,0,11,STUDY
33,1,0,0,0,0,0,0,0,0,0,14,STUDY
48,0,0,0,1,0,0,0,0,0,0,0,STUDY
9,0,0,0,4,0,35,0,0,0,0,0,STUDY
36,0,0,0,0,0,12,0,0,0,0,0,STUDY
48,0,0,0,0,0,0,0,0,0,0,0,STUDY
47,0,0,0,1,0,0,0,0,0,0,0,STUDY
30,0,0,0,1,2,15,0,0,0,0,0,STUDY
39,1,0,0,1,0,8,0,0,0,0,0,STUDY
48,0,0,0,0,0,0,0,0,0,0,0,STUDY
48,0,0,0,0,0,0,0,0,0,0,0,STUDY
40,0,0,0,8,0,0,0,0,0,0,0,STUDY
48,0,0,0,0,0,0,0,0,0,0,0,STUDY
43,0,0,0,0,0,5,0,0,0,0,0,STUDY
49,0,0,0,0,0,0,0,0,0,0,0,STUDY
47,0,0,0,0,0,1,0,0,0,0,0,NA
40,0,0,0,3,0,5,0,0,0,0,0,NOTEBOOK
47,0,0,0,0,1,0,0,0,0,0,0,NOTEBOOK
48,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
48,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
45,0,0,0,4,0,0,0,0,0,0,0,NOTEBOOK
43,0,0,0,0,0,5,0,0,0,0,0,NOTEBOOK
34,6,0,0,8,0,0,0,0,0,0,0,NOTEBOOK
48,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
48,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
48,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
49,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
48,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
48,0,0,0,0,0,0,0,0,0,0,0,NOTEBOOK
41,1,0,0,3,0,2,0,0,0,0,1,NOTEBOOK
17,1,0,0,9,3,11,0,0,0,0,7,NA
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
49,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
49,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
49,0,0,0,0,0,0,0,0,0,0,0,SLEEP
48,0,0,0,0,0,0,0,0,0,0,0,SLEEP
20,1,0,1,12,0,9,0,0,0,0,5,NA
0,0,0,0,1,0,0,0,0,0,0,44,SWEEP
0,0,0,0,2,0,2,0,0,0,0,38,SWEEP
0,0,0,0,1,0,3,0,0,0,0,38,SWEEP
1,1,0,1,5,1,5,0,0,0,0,34,SWEEP
0,1,0,0,2,0,1,0,0,0,0,44,SWEEP
1,2,0,3,3,2,2,0,0,0,0,36,SWEEP
0,2,0,3,0,1,0,0,0,0,0,41,SWEEP
1,1,0,0,1,1,1,0,0,0,0,43,SWEEP
0,3,0,0,2,0,0,0,0,0,0,42,SWEEP
2,0,0,4,4,1,1,0,0,0,0,35,SWEEP
