71.09605910955493,46.140815242729545,-29.031428705967116,-84.75536277431829,-37.49709215503833,-30.041992397622465,-37.108329902445355,-53.80547646964702,WatchTV	
158.2349909875787,-37.09013618650717,-23.4212579894,-91.32733281784097,-14.874181127446581,-25.918962338972417,-37.18134262047361,-51.34868391670093,WatchTV	
158.6861834964495,-36.490288548628456,-23.009818095333696,-91.12052431248306,-14.520719206229098,-25.853756844355534,-37.21470594952371,-51.09473114482078,WatchTV	
159.05108628436946,-36.74991505622162,-23.141554721920514,-91.20472857838195,-14.485622832391929,-25.839442435033597,-37.25253608236821,-51.01797584197898,WatchTV	
159.05712457111338,-36.63083115872102,-23.30729339076022,-91.10138484418003,-14.420747267240015,-25.810333996807163,-37.38209926521563,-51.07818848102099,WatchTV	
159.05707305780206,-36.46422251535342,-23.156649009295197,-91.02027196626753,-14.419382607056543,-25.797834607731403,-37.4480037366219,-50.97497952844792,WatchTV	
158.30137531750964,-37.19898809488922,-23.19407121678553,-91.59475047037064,-14.88450771657677,-25.727616776214294,-37.84785788257423,-51.95654397642174,WatchTV	
158.98019514036733,-36.8689055865169,-23.546823320390867,-91.31547201528045,-14.6312818080334,-25.766456396286113,-37.54850899907473,-51.28737133020601,WatchTV	
157.47062956161454,-38.149395251494774,-23.493365186734103,-92.96712025023763,-16.259613673127884,-26.255369492936357,-38.424755017150616,-51.6377952787315,WatchTV	
156.36303512910388,-39.161550301327885,-25.696345399237934,-93.99389738943373,-17.376193010143815,-26.885643750120277,-36.80247726763619,-52.11310641998626,WatchTV	
159.09992630141605,-37.668503732479806,-24.917354741155535,-91.26544639800046,-15.279152161500235,-25.997323906279608,-37.576468562430335,-51.204783946032244,WatchTV	
158.7187879750126,-36.15518615406934,-24.318353110178787,-90.50841286519153,-14.876802689329686,-25.92508295686221,-37.58552066883134,-50.91017780943576,WatchTV	
158.858572102876,-36.27303073675333,-24.191586346984597,-90.62084900968829,-14.854934447190173,-26.024334279631113,-37.54903756969914,-50.8500104548034,WatchTV	
158.59070432245508,-36.488064980608016,-24.36061607875005,-90.79522773919487,-14.96764358178356,-26.009649697012392,-37.650383544825516,-51.16625267227184,WatchTV	
157.29445060237015,-37.37395274727912,-24.21486679843046,-92.33874439476654,-16.240863535672638,-26.537164346192803,-37.623852238506004,-51.527282287681885,WatchTV	
159.116149424941,-37.24877453465516,-25.0259603293354,-91.77475205103671,-14.0321772319073,-25.652074472206436,-37.490246957625494,-50.98557073837169,WatchTV	
151.8204684340422,-41.32602479492984,-23.356688807249274,-96.05265542576309,-19.714759289058165,-24.513486821178176,-36.87546359885895,-54.24727806233565,WatchTV	
158.72175283070754,-38.00533276828659,-25.082091642295048,-91.90620958081038,-15.056223126024191,-25.778820341138445,-37.328157855444374,-51.28740726788407,WatchTV	
135.07777574643328,-53.29479102354669,-23.590285406071466,-109.74927533273396,-40.06027486115574,-37.673725460202725,-40.26538987633983,-56.85180766788288,WatchTV	
149.7383198559763,-32.93852998737117,-29.694230698916044,-90.06819840053984,-25.04866519375647,-29.125561502070976,-39.4604385119923,-52.713983874146294,WatchTV	
153.62059676149147,-33.78679792996252,-29.722254508400358,-86.02878233456715,-21.719967814267807,-28.070717952452014,-39.88391253371901,-51.42545219727219,WatchTV	
155.76300368216525,-34.5325755950781,-30.060976276931378,-87.60831740563995,-19.47431211615402,-27.668345876628138,-38.92426913240039,-50.856081063228906,WatchTV	
155.8520697407388,-33.17642448407261,-29.578538264516418,-86.09766135611802,-18.893712626435242,-27.58647661518069,-38.39984695280158,-50.732022494829316,WatchTV	
156.09886894216075,-33.73062867027324,-30.436610118308348,-86.0923455285269,-18.556855466542387,-27.44548417752566,-38.388414415361055,-50.79987080255003,WatchTV	
156.04756861159424,-33.63930197595738,-30.253682930895867,-86.19970898735438,-18.6339965268204,-27.47660487190817,-38.30414451694141,-50.568351260864844,WatchTV	
155.80892499730274,-33.3450552906919,-29.612809723792573,-86.19858482924222,-18.609280908262228,-27.53844907664655,-38.33993645941815,-50.77059652220341,WatchTV	
156.04872364004632,-33.405060173900964,-29.507603653842494,-86.24846066138181,-18.519881731765583,-27.453021664397426,-38.284145118421264,-50.81612966353331,WatchTV	
155.92403545562445,-33.54780421224128,-29.564714876979608,-86.39070874525743,-18.63348141631333,-27.48683422906563,-38.367994979441406,-50.852867713447246,WatchTV	
