-1839.4290155993162,2053.0686024124484,-50.694035408972276,-1
-1841.6603527634727,2055.366925718688,-50.89532185625582,-1
-1839.6685335721545,2051.136479123117,-53.46504056171429,-1
-954.2541549899407,2283.6583627082036,1064.7712775055197,-1
-956.6597773710041,2293.6678294653157,1064.7298095663677,-1
-962.2893934467465,2292.317143834572,1065.9763520738418,-1
-772.6968704262189,1547.9363415931614,1139.5137911963493,-1
-783.9108055604231,1554.876151830433,1123.6810222917418,-1
-766.672180454462,1561.1708403154075,1244.7730566473567,-1
-719.7674519841554,1551.0290275024606,1104.5521391008472,-1
-824.7168579353252,1575.6289492458543,1238.3866303395398,-1
-814.6525026607686,1562.6203696859259,1192.3875242269899,-1
-704.0009113785542,1519.0045561842435,1273.119459128867,-1
-694.6591379594029,1545.1528225894358,1170.275490155218,-1
-1734.1195391970386,2128.1350950418473,921.7643658397024,-1
-1741.5526992315863,2144.2510229747213,910.7108642910554,-1
-1739.4090951625128,2145.5549550242445,915.4708556234258,-1
-1738.018257177176,2145.563967766399,915.2920939043145,-1
-1740.5870085849854,2145.597178526891,911.3705526140823,-1
-1758.6115817913546,2156.0702463511425,918.0315075740671,-1
-1768.3807707927353,2161.726588117584,915.6747119662963,-1
-1770.8944659942729,2164.1813952196376,914.711299285486,-1
-1480.4247676712416,2312.6097108840045,1054.0499875638536,-1
-1506.82099068124,2320.5579545047494,1006.4417628845229,-1
-1446.721871590062,2267.9554548982283,1109.7236083133723,-1
-1442.6788690930816,2284.297448449759,1139.100919022419,-1
-1451.0588055642722,2308.783115735011,1103.4736277013767,-1
-1452.5581593933155,2271.1748747033207,1148.7396333957088,-1
-1433.526223657645,2299.1653221000324,1103.2324193588906,-1
-1432.700487690551,2298.3038763281584,1100.0347036305404,-1
-1434.3011443572332,2300.6390577582993,1102.834644739651,-1
-1433.3627602334764,2300.343834735008,1102.0680242684916,-1
-1186.7377670308706,2364.302169860247,1089.9202096363024,-1
-1189.7183657270198,2375.8120602067634,1096.0716496167217,-1
-1184.987010839119,2373.918744221244,1096.2751238098645,-1
-1669.049338924789,1962.2778565715762,489.489395600433,-1
-1673.136488184543,1973.3004272089897,478.5574180268991,-1
-1701.2287054963524,2033.074325938898,441.22487091967315,-1
-1702.0515716652196,2012.9008380498447,437.40691496366884,-1
-1695.7393292335391,1957.5573417486428,449.1455353879789,-1
-1100.5386007601162,547.1332286216983,-124.74128795201462,-1
-1106.616478824051,551.5278474651176,-125.24925228700496,-1
-1107.1872745157873,551.1289982325901,-125.97705599628254,-1
-1289.2718957623504,637.2944283590422,-142.87852187455462,-1
-1315.983050332659,691.0762318381753,-171.88422025996502,-1
-1229.7077607279987,595.3970734426792,-126.43364112377297,-1
-1233.7970827267395,595.4553569093695,-125.05813054562688,-1
-1234.2323586947482,594.6260196517121,-123.13340534678578,-1
-1020.9575231897122,531.0602311008106,-134.2771274943028,-1
-1014.8314114860362,520.6944741942302,-126.78342982504485,-1
-1028.421795837878,536.3568393837746,-135.18752621064522,-1
-1021.886193827793,532.3178744890424,-135.1295591801497,-1
-1020.2719023834945,531.4530817311534,-135.46825158716027,-1
-1025.121380298962,531.8664873745035,-134.5853462258702,-1
-1022.8887792476771,530.512007650419,-135.30327231461365,-1
-1044.450169590349,525.4420951081601,-116.25124442642888,-1
-1024.3139142448422,529.3707167578742,-133.3380862755572,-1
-1022.556946211352,527.3477924757431,-132.872703828031,-1
-1031.036473632599,525.7781390934312,-127.846396571746,-1
-1029.7811010799203,525.5338723775735,-129.29904534896136,-1
-1046.5811173701297,547.0632534557358,-137.61904123489595,-1
-1069.062122611192,542.7928775419591,-132.30182313023693,-1
-1068.4957359906182,541.713954841094,-130.83015912567006,-1
-2636.302050622679,-57.59012686691235,794.6584729067149,-1
-2636.467951826219,-57.34702736819691,795.4559855917281,-1
-2634.0876140883556,-58.49549056610029,794.4949760906693,-1
-2316.687181723951,-49.07815654503759,683.4755021942303,-1
-2316.777909495888,-49.1228413352739,683.108452055861,-1
-2316.4976614521624,-49.13349266126089,682.2866167634984,-1
-2790.2233123130254,808.6671943049108,146.47694620569624,-1
-2794.8570528110845,810.9805405807173,147.44921663283745,-1
-2792.8990968971802,813.3738573280432,145.05506008269091,-1
-2203.1235094206972,-45.98476135642441,652.4240533366848,-1
-2203.6839595323604,-45.574016946598505,652.4024149939678,-1
-2209.7513291655423,-49.13675457418582,660.9215465504025,-1
-2205.9099555885987,-45.64053010527894,653.4594584044783,-1
-2206.474593325473,-46.1771988621805,654.3156086850513,-1
-2057.040830362909,-44.16459225672562,627.3925693160318,-1
-2081.8756944755555,-44.29337213960847,605.3020705474311,-1
-2109.779322134345,-43.34583582526245,638.0279643824059,-1
-2059.7715285140753,-45.09413828477318,616.8481191415876,-1
-2060.622476623438,-44.33336503510653,617.6304813797041,-1
-2112.426624117679,75.12844686301227,545.2859015789963,-1
-2112.313755444383,75.62306490937905,544.7205952363026,-1
-2110.225763265131,75.38634206118716,544.5522875722288,-1
