1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
1.0,9.801849242493933E-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Predicted Result:,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,WatchTV,0,0,0,0,0,0,1,0,0,0
