-8.4291,79.2642,0.0891,0.0062,0.0466,0.0082,0.059,0.0031,0.0596,2.0E-4,0.15,0.0018,0.2175,Other	
-8.6464,79.3704,0.1289,0.0021,0.0388,0.0116,0.1128,0.0096,0.0598,0.019,0.2327,0.0029,0.2069,Other	
-8.4524,79.1474,0.0771,0.0039,0.0454,0.002,0.0593,0.0123,0.0434,8.0E-4,0.3018,0.01,0.1888,Other	
-8.8367,78.8974,0.0736,0.0073,0.0347,0.0302,0.0392,0.0148,0.0498,0.007,0.1978,0.0026,0.1767,Other	
-9.1242,79.1088,0.0687,0.0054,0.0501,0.0189,0.0324,0.0174,0.0329,0.0023,0.1139,0.0017,0.1807,Other	
-9.351,79.3913,0.081,0.0,0.0484,6.0E-4,0.0542,0.0244,0.0457,0.0029,0.1991,0.0062,0.2306,Other	
-9.6186,79.4157,0.1428,0.0196,0.0604,0.0032,0.0795,0.0117,0.1222,0.0043,0.1813,0.0081,0.293,Other	
0.0,0.0,0.8684,0.148,0.2848,0.495,0.8745,0.2156,0.4786,0.0562,0.7339,0.0227,1.0848,Other	
0.0,0.0,4.1242,1.3114,1.2552,0.4217,3.853,0.1856,1.1181,0.1521,1.4878,0.0443,1.4238,Other	
0.0,0.0,6.7373,2.9807,2.0392,0.2543,5.8342,0.2239,1.1209,0.0593,3.0932,0.0982,2.3315,Other	
0.0,0.0,7.4048,3.2799,2.3256,0.0661,6.3172,0.7677,0.7499,0.2342,1.7918,0.1831,1.9403,Other	
0.0,0.0,7.8874,3.5635,2.4931,0.3971,6.5521,1.2254,0.3375,0.0593,2.2538,0.0261,1.2897,Other	
0.0,0.0,7.0436,3.0566,2.4003,1.319,5.6993,1.484,0.5114,0.0589,2.6646,0.047,0.8236,Other	
0.0,0.0,6.3305,3.0722,2.2195,1.0994,4.9576,1.2981,0.6017,0.0705,2.3362,0.0227,1.4126,Other	
0.0,0.0,6.8123,3.1235,2.319,1.1256,5.5185,1.012,0.4862,0.0859,1.9607,0.0076,1.1355,Other	
0.0,0.0,6.8851,2.9501,2.1063,0.4473,5.8493,1.0468,0.3148,0.0206,2.0804,0.0341,1.1687,Other	
0.0,0.0,6.7802,2.8839,2.162,0.2984,5.7784,1.0034,0.6355,0.2037,1.7141,0.1178,1.145,Other	
0.0,0.0,5.8155,3.0892,1.4903,0.8438,4.6643,0.7451,0.5025,0.1421,1.4972,0.0993,1.1095,Other	
0.0,0.0,6.2396,3.0206,1.9464,0.7542,5.1367,0.7676,0.5452,0.3216,1.1644,0.2603,1.0137,Other	
0.0,0.0,6.6817,2.7231,1.5424,0.6221,5.9439,0.8731,0.2943,0.0229,1.5902,0.043,1.2205,Other	
0.0,0.0,6.8864,3.0159,2.1611,1.3548,5.7067,0.6658,0.5497,0.0493,1.693,0.089,1.3462,Other	
0.0,0.0,7.1064,3.6611,2.4276,1.1843,5.5195,0.3846,0.7925,0.088,1.8097,0.0072,1.2481,Other	
0.0,0.0,7.5694,3.6071,2.3353,1.441,6.1284,0.5766,0.9379,0.0279,2.3283,0.0547,1.8901,Other	
0.0,0.0,7.5466,3.3127,2.263,0.6315,6.3496,0.7225,0.8096,0.012,1.7616,0.0813,1.1273,Other	
0.0,0.0,7.5468,3.5052,2.2478,0.2662,6.3074,0.3009,0.9704,0.1592,1.8422,0.1212,1.612,Other	
0.0,0.0,7.368,3.853,2.2014,0.3023,5.9193,0.5673,0.6572,0.1907,1.9236,0.0885,1.1642,Other	
0.0,0.0,7.0429,3.9613,1.9492,0.8768,5.4026,0.908,0.5154,0.0952,1.1381,0.0781,0.9966,Other	
0.0,0.0,7.5371,3.4963,2.5025,0.0731,6.2342,0.8147,0.4353,0.2085,1.6531,0.0988,0.9574,Other	
0.0,0.0,7.2663,2.8543,1.9827,0.5928,6.3858,0.7753,0.7819,0.0275,2.1765,0.0294,1.4376,Other	
0.0,0.0,6.5984,2.8366,2.0176,0.9278,5.6049,0.749,0.5671,0.0109,1.719,0.0681,1.0437,Other	
0.0,0.0,6.0413,2.8381,1.9162,1.3001,4.951,0.5051,0.345,0.0385,1.6778,0.0044,0.9897,Other	
0.0,0.0,7.1252,3.3768,1.9392,1.126,5.9168,0.8568,0.679,0.037,1.7739,0.0283,1.3275,Other	
0.0,0.0,7.7183,3.4013,2.4153,0.7503,6.4913,0.2109,0.6633,0.0114,2.5345,0.0724,1.7642,Other	
0.0,0.0,7.1464,3.0614,2.0573,0.1434,6.2247,0.0673,0.6201,0.0674,1.8917,0.0701,1.4094,Other	
0.0,0.0,6.9246,3.4952,2.0049,0.442,5.7201,0.2433,0.7304,0.2276,1.7402,0.1504,1.5546,Other	
0.0,0.0,5.9453,3.1915,1.5794,0.8989,4.6982,0.6177,0.8473,0.1035,1.5062,0.0393,1.2092,Other	
0.0,0.0,6.134,2.4854,1.6787,0.1874,5.4029,0.1939,0.5957,0.1113,1.3928,0.1507,1.2594,Other	
0.0,0.0,5.7897,2.2019,1.7274,0.9765,5.0588,0.0454,0.6755,0.1021,1.3251,0.0669,1.2056,Other	
0.0,0.0,5.4824,2.5524,1.9196,1.7492,4.1853,0.6216,0.4664,0.0542,1.476,0.0427,1.1142,Other	
0.0,0.0,5.9707,2.24,1.6023,0.6295,5.3187,0.3517,0.7042,0.0239,1.7175,0.0731,1.2321,Walk	
0.0,0.0,6.1286,2.6454,1.8453,0.3762,5.3816,0.389,0.7935,0.2237,1.7734,0.0951,1.421,Walk	
0.0,0.0,6.518,3.7841,1.97,1.2496,4.8104,0.3867,1.0283,0.0722,1.3498,0.1339,1.1094,Walk	
0.0,0.0,6.7205,2.7467,1.9435,0.2076,5.8314,0.8258,1.0103,0.2317,1.4769,0.0777,1.2453,Walk	
0.0,0.0,7.1847,3.0942,2.2665,1.2731,6.0144,0.5786,0.6858,0.0252,2.1073,0.0711,1.729,Walk	
0.0,0.0,5.8894,2.607,1.9882,1.6408,4.7567,0.1699,1.0084,0.039,1.7936,0.0031,1.5319,Walk	
0.0,0.0,5.9853,2.493,1.8185,1.2458,5.1087,0.1908,0.69,0.0068,1.7984,0.0345,1.4639,Walk	
0.0,0.0,6.8965,2.4156,1.9204,0.3066,6.2112,0.2132,0.929,0.1115,1.8755,0.0542,1.9837,Walk	
0.0,0.0,7.2529,3.4522,2.3896,0.4052,5.983,0.3968,0.6775,0.2533,2.1311,0.164,1.4583,Walk	
0.0,0.0,6.6751,3.742,1.8285,1.1513,5.1225,0.5605,0.6496,0.205,1.8911,0.1831,1.7093,Walk	
0.0,0.0,6.729,2.3315,1.99,0.4171,6.0565,0.0874,0.5885,0.02,1.9213,0.048,1.5316,Walk	
0.0,0.0,7.2829,3.1954,2.1542,0.2169,6.3164,0.5438,0.8879,0.097,2.8957,0.0324,1.7167,Walk	
0.0,0.0,7.279,3.0372,2.2008,0.9765,6.2176,0.6149,0.8057,0.0453,2.1266,0.1168,1.4316,Walk	
0.0,0.0,6.7019,3.2282,2.0777,1.6161,5.3437,0.4994,0.7016,0.1081,1.5839,0.0129,1.3807,Walk	
0.0,0.0,6.5684,2.9519,1.9066,1.0954,5.5664,0.6212,0.576,0.0552,1.7061,0.0605,1.2858,Walk	
0.0,0.0,6.5671,2.4484,1.7086,0.4585,5.8836,0.5866,0.5797,0.0931,1.7511,0.076,1.5371,Walk	
0.0,0.0,5.9984,2.6021,1.8461,0.5677,5.1368,0.3743,0.986,0.1798,1.6413,0.192,1.8462,Walk	
0.0,0.0,5.686,2.9952,1.588,1.022,4.5138,0.7177,0.685,0.1822,1.6421,0.1718,1.4416,Walk	
0.0,0.0,7.115,2.975,2.0464,0.052,6.1055,0.017,1.4017,0.1234,2.0822,0.1291,2.1337,Walk	
0.0,0.0,6.5011,2.6937,1.7282,1.1383,5.714,0.2843,0.3894,0.0382,1.9159,0.0275,1.5023,Walk	
0.0,0.0,6.5001,2.9838,1.8308,1.355,5.4175,0.5516,0.4863,0.0647,1.9078,0.0838,1.505,Walk	
0.0,0.0,6.9758,3.4193,2.001,1.3141,5.6571,0.7637,0.6609,0.0399,1.9764,0.0778,1.4886,Walk	
0.0,0.0,7.5838,3.3438,2.1721,0.7492,6.4548,0.4735,0.6219,0.0248,1.9949,0.0089,1.4795,Walk	
0.0,0.0,6.6219,2.7552,1.6203,0.0127,5.8616,0.4875,0.7572,0.0387,1.9695,0.07,1.7725,Walk	
0.0,0.0,5.792,2.3072,1.6404,0.2769,5.1794,0.5603,0.4669,0.2497,1.3891,0.1951,1.5444,Walk	
0.0,0.0,6.0811,3.1813,1.452,0.6436,5.0354,0.5536,0.8978,0.0082,1.9516,0.0563,2.0964,Walk	
0.0,0.0,7.1512,3.385,2.1577,0.4885,5.9576,0.3234,1.0317,0.2741,1.9235,0.2456,1.9546,Walk	
0.0,0.0,6.6514,2.7015,1.633,0.4289,5.9192,0.3232,0.9444,0.0262,1.7198,0.0639,1.554,Walk	
0.0,0.0,5.8778,2.2922,1.6072,1.2888,5.126,0.2975,0.8948,0.0755,1.7414,0.1189,1.5871,Walk	
0.0,0.0,5.1913,2.3509,1.5329,1.3287,4.2967,0.0937,0.8176,0.0379,2.1865,0.055,2.1188,Walk	
0.0,0.0,6.226,2.3163,2.012,1.1267,5.2568,0.7926,0.8225,0.0567,1.73,0.1052,1.6897,Walk	
0.0,0.0,6.1251,2.6881,1.7818,0.5646,5.1343,0.5909,1.1195,0.1751,1.3544,0.0804,0.9623,Walk	
0.0,0.0,5.8388,3.0794,1.5279,1.0664,4.605,0.6165,1.1043,0.0431,1.5453,0.0592,1.1248,Walk	
0.0,0.0,6.7711,3.0266,2.0872,0.7105,5.6066,0.8635,0.9414,0.2758,1.2433,0.1087,0.8787,Walk	
0.0,0.0,6.5495,2.4535,1.6579,0.9107,5.8279,0.6845,0.909,0.0341,1.8487,0.0091,1.0368,Walk	
0.0,0.0,6.5145,3.0862,2.0102,1.2085,5.2587,1.0577,0.8083,0.0522,1.7068,0.0257,0.8147,Walk	
0.0,0.0,6.5842,3.046,1.9695,1.245,5.2296,1.2498,1.1533,0.0051,2.0842,0.0283,0.9737,Walk	
0.0,0.0,6.3353,2.3202,1.7304,0.1149,5.7013,0.6324,0.6916,0.0675,1.8886,0.0409,1.145,Walk	
0.0,0.0,5.9433,2.5818,1.6729,0.6864,5.2138,0.5394,0.4531,0.3094,1.3612,0.1309,1.121,Walk	
0.0,0.0,6.1124,3.0159,1.7169,0.7409,5.004,0.8153,0.7036,0.0424,1.619,0.0243,1.3872,Walk	
0.0,0.0,5.9331,2.434,1.5492,0.4959,5.3018,0.5021,0.6607,0.2462,1.7812,0.1287,1.1414,Walk	
0.0,0.0,5.4277,1.8273,1.1425,0.5687,5.0173,0.6862,0.8109,0.0238,1.3392,0.0134,0.9659,Walk	
0.0,0.0,5.5706,2.3789,1.5877,1.4273,4.597,1.0896,0.4624,0.0178,1.5921,0.0308,0.9935,Walk	
0.0,0.0,5.3327,2.2037,1.4646,0.9541,4.7002,0.5865,0.4114,0.0045,1.4757,0.0133,1.0865,Walk	
0.0,0.0,5.6813,1.9471,1.3515,0.0254,5.221,0.5964,0.6201,0.0582,1.477,0.0474,0.9045,Walk	
0.0,0.0,5.1826,2.1474,1.5721,0.5839,4.4716,0.5341,0.692,0.1715,1.5125,0.0893,1.256,Walk	
0.0,0.0,5.1321,2.3287,1.4144,0.5745,4.2187,0.673,1.0137,0.0522,1.4389,0.0497,0.8707,Walk	
0.0,0.0,5.9104,2.6858,1.7342,0.7021,4.7947,0.5015,1.3522,0.2104,1.1587,0.0727,0.8335,Walk	
0.0,0.0,5.9946,2.1617,1.5474,0.4841,5.2859,0.7359,1.1951,2.0E-4,1.882,0.0101,0.909,Walk	
0.0,0.0,5.4637,2.0357,1.6878,0.5605,4.6115,0.8016,1.3347,0.0656,1.4012,0.0266,0.9162,Walk	
0.0,0.0,5.2156,2.2589,1.7066,0.9789,4.2871,0.8205,1.0348,0.0833,1.511,0.0462,0.8375,Walk	
0.0,0.0,5.3879,1.9431,1.6052,1.605,4.4746,0.2336,1.3324,0.0453,1.6815,0.1068,2.5735,Walk	
0.0,0.0,6.2147,2.6147,1.9374,0.7333,5.3861,0.6085,0.6824,0.1929,1.8598,0.1933,1.3021,Walk	
0.0,0.0,6.0541,3.1442,1.717,0.7391,4.8706,0.6697,0.5287,0.0041,1.1725,0.014,0.9697,Walk	
0.0,0.0,6.1687,2.6684,1.8886,0.5466,5.2859,0.5938,0.4475,0.1723,1.6817,0.1225,1.0168,Walk	
0.0,0.0,5.9313,2.1172,1.4501,0.6992,5.4499,0.348,0.6845,0.0211,1.58,0.0013,1.407,Walk	
0.0,0.0,5.9398,2.5329,1.6791,0.9893,5.1384,0.5953,0.4388,0.0445,1.7268,0.0316,1.0588,Walk	
0.0,0.0,5.4649,2.4511,1.5218,1.1877,4.6535,0.2796,0.3993,0.0424,1.5292,0.0098,1.1123,Walk	
0.0,0.0,5.6895,1.9993,1.523,0.6354,5.16,0.2475,0.707,0.0105,1.8387,0.0303,1.3267,Walk	
0.0,0.0,5.2577,1.9249,1.5086,0.405,4.812,0.0308,0.6112,0.0998,2.0571,0.0486,1.4941,Walk	
0.0,0.0,4.2889,1.9724,0.9747,0.8344,3.563,0.2823,1.1194,0.0967,1.5753,0.0214,1.5261,Walk	
0.0,0.0,5.1484,2.101,1.4491,0.2874,4.5831,0.1013,0.9169,0.2556,1.7356,0.2272,1.2666,Walk	
0.0,0.0,4.7135,1.2983,1.1974,0.8472,4.3551,0.2518,0.8429,0.0723,1.788,0.0404,1.376,Walk	
0.0,0.0,4.9449,2.0281,1.4112,1.1193,4.2774,0.3767,0.8093,0.0835,2.0165,0.0368,1.318,Walk	
0.0,0.0,4.4692,1.4728,1.2688,1.1117,3.9909,0.0288,0.9135,0.002,2.2901,0.007,2.8881,Walk	
0.0,0.0,4.5993,1.6551,1.196,0.3469,4.2901,0.1714,0.5256,0.0622,1.9433,0.0423,1.3127,Walk	
0.0,0.0,2.9581,1.1655,0.7642,0.8656,2.4816,0.2833,0.6716,0.0144,1.4408,0.0301,0.9566,Walk	
0.0,0.0,3.927,1.3743,0.8446,0.06,3.7347,0.0045,0.601,0.0112,1.3316,0.0789,1.0062,Circuit	
13.3035,81.9292,1.4688,0.0251,0.3151,0.5051,1.6057,0.2132,0.8325,0.1992,0.9253,0.0574,0.3226,Circuit	
0.0,0.0,0.7194,0.0219,0.2603,0.1993,0.5355,0.3398,0.2893,0.0592,1.0066,4.0E-4,0.5715,Circuit	
0.0,0.0,4.6846,1.4721,1.7072,0.2319,1.8517,1.9302,4.4168,0.0768,2.8719,0.1483,6.0661,Circuit	
0.0,0.0,8.4137,3.2844,2.4498,2.1051,2.0955,0.3523,7.2642,0.294,6.1266,0.324,27.3667,Circuit	
0.0,0.0,7.3358,3.6327,2.4485,0.7742,1.2807,1.7233,5.5985,0.5752,4.0487,0.0399,5.5428,Circuit	
0.0,0.0,7.6818,3.7207,2.4542,0.8415,2.3754,1.6742,5.6937,0.0178,3.2904,1.5554,10.2944,Circuit	
0.0,0.0,8.4451,3.2557,2.4703,1.5308,1.7503,0.2302,7.1624,0.1489,5.9762,0.248,37.7798,Circuit	
0.0,0.0,9.5996,4.7429,3.2823,1.136,1.2214,1.1203,7.6272,0.1008,6.4404,0.26,41.1157,Circuit	
0.0,0.0,9.4578,4.9747,3.1265,1.0327,1.4418,2.1491,7.0644,0.1063,17.9872,0.1317,44.7985,Circuit	
0.0,0.0,9.4683,4.2682,3.1339,1.2139,1.3471,1.1038,7.9264,0.0445,7.0737,0.3723,18.2317,Circuit	
0.0,0.0,9.6297,3.8744,3.2955,0.9885,1.8044,0.2943,8.3504,0.0779,9.1418,0.0316,20.073,Circuit	
0.0,0.0,8.9131,3.8466,2.8964,1.0161,2.4849,0.7151,7.1654,0.1303,11.395,1.2245,17.1284,Circuit	
