6.3,6.3,10.75,18,9,0,1,0,1,0,0,0,1,10,10,0,1,0, 6,NA
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 6,NA
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 3,NA
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 3,NA
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 3,NA
6.3,6.3,10.75,19.35,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 3,NA
6.3,6.3,10.75,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 2,MEAL
6.3,6.3,4.3,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 6,MEAL
172.2,6.3,4.3,23.65,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 2,MEAL
172.2,6.3,4.3,23.65,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 2,MEAL
172.2,6.3,4.3,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 6,MEAL
178.5,6.3,4.3,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 2,MEAL
178.5,6.3,10.75,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 5,MEAL
176.4,6.3,10.75,19.35,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 0,MEAL
172.2,6.3,10.75,19.35,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 0,MEAL
172.2,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 0,MEAL
176.4,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 0,MEAL
174.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 1,MEAL
174.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 1,MEAL
172.2,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 1,MEAL
172.2,4.2,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 1,MEAL
172.2,4.2,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 1,MEAL
172.2,4.2,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 1,MEAL
220.5,33.6,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 1,READ
220.5,31.5,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 4,READ
216.3,31.5,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 4,READ
216.3,31.5,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 4,READ
