6.3,6.3,10.75,130618,9,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
6.3,6.3,10.75,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
6.3,6.3,10.75,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
6.3,6.3,10.75,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
6.3,6.3,10.75,130618,293895,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
6.3,6.3,10.75,130618,293895,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
6.3,6.3,10.75,130618,293895,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
6.3,6.3,4.3,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
6.3,6.3,4.3,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
6.3,6.3,4.3,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
6.3,6.3,4.3,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
6.3,6.3,4.3,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
6.3,6.3,10.75,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
6.3,6.3,10.75,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,6.3,10.75,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,6.3,10.75,130618,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,4.2,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,4.2,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,4.2,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,10,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,10,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0,0,10,0,0,0, ,
33.6,137438.7,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0,0,10,0,0,0, ,
