6.3,6.3,10.75,18,9,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,6.3,10.75,19.35,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,6.3,10.75,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,6.3,4.3,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,6.3,4.3,23.65,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,6.3,4.3,23.65,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,6.3,4.3,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
178.5,6.3,4.3,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
178.5,6.3,10.75,21.5,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
176.4,6.3,10.75,19.35,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,6.3,10.75,19.35,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
176.4,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
174.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
174.3,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,6.3,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,4.2,10.75,18,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,4.2,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
172.2,4.2,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
220.5,33.6,10.75,8,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
220.5,31.5,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
216.3,31.5,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
216.3,31.5,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
220.5,29.4,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
220.5,29.4,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
220.5,29.4,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
222.6,29.4,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
235.2,29.4,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
220.5,27.3,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
220.5,27.3,10.75,8,4.5,0,1,0,1,0,10,0,1,10,10,0,1,0, 
220.5,27.3,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
218.4,27.3,10.75,8,4.5,0,1,0,1,0,10,0,1,10,1,0,1,0, 
218.4,6.3,10.75,8,4.5,0,1,0,1,10,10,0,1,10,1,0,1,0, 
172.2,6.3,10.75,8,4.5,0,1,0,1,10,10,0,1,10,1,0,1,0, 
172.2,6.3,10.75,8,4.5,0,1,0,1,10,10,0,1,10,1,0,1,0, 
186.9,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
184.8,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
186.9,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
186.9,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
186.9,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
191.1,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
191.1,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
191.1,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
191.1,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
191.1,6.3,10.75,8,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
186.9,8.4,10.75,28,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
186.9,10.5,10.75,28,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
184.8,10.5,10.75,28,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
33.6,88.2,10.75,28,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
33.6,144.9,10.75,28,4.5,0,1,0,1,10,0,0,1,10,1,0,1,0, 
8.4,151.2,10.75,2,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
8.4,153.3,10.75,2,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
10.5,153.3,4.3,4,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
10.5,153.3,4.3,2,9,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,153.3,4.3,2,9,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,153.3,6.45,2,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,153.3,4.3,2,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,155.4,12.9,2,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,155.4,12.9,2,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,153.3,4.3,0,18,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,151.2,4.3,0,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,151.2,4.3,0,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,151.2,4.3,0,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
16.8,151.2,4.3,0,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
8.4,149.1,4.3,2,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
8.4,149.1,4.3,12,4.5,0,1,0,1,0,0,0,1,10,1,10,1,0, 
8.4,140.7,4.3,12,4.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,88.2,4.3,12,4.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
6.3,88.2,2.15,12,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,86.1,2.15,12,13.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
6.3,86.1,2.15,12,13.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
6.3,86.1,2.15,12,13.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
6.3,86.1,4.3,12,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,86.1,4.3,12,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
6.3,86.1,4.3,12,13.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,4.3,12,13.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,4.3,12,4.5,0,1,0,1,0,0,0,1,10,10,0,1,0, 
8.4,86.1,2.15,12,4.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,2.15,12,18,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,2.15,12,18,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,2.15,12,18,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,8.6,2,4.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,8.6,2,4.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,86.1,8.6,18,4.5,0,1,0,1,0,0,0,1,10,1,0,1,0, 
8.4,2.1,8.6,18,4.5,0,1,0,1,0,0,0,1,10,1,0,1,10, 
8.4,2.1,8.6,18,4.5,0,1,0,1,0,0,0,1,10,1,0,1,10, 
8.4,2.1,8.6,18,4.5,0,1,0,1,0,0,0,1,10,1,0,1,10, 
8.4,2.1,8.6,2,4.5,0,1,0,1,0,0,0,1,10,1,0,1,10, 
8.4,6.3,8.6,2,18,0,1,0,1,0,0,0,1,10,1,0,1,10, 
8.4,6.3,8.6,6,18,0,1,0,1,0,0,0,1,10,1,0,1,10, 
