Exercise,1,29,0,0,0,0,0,0,0
Sweep,0,0,4,13,0,0,0,0,0
Walk,0,0,0,0,16,0,0,0,0
PlayPad,0,0,0,0,0,11,21,0,0
WatchTV,0,0,0,0,0,2,6,10,0
Read,0,0,0,0,0,4,0,41,0
Sleep,0,0,0,0,0,0,0,0,72
Totally,1,29,4,13,16,17,27,51,72
,,,,,,,,,
,,,,,,,,,
Exercise,100,100,0,0,0,0,0,0,0
Sweep,0,0,100,100,0,0,0,0,0
Walk,0,0,0,0,100,0,0,0,0
PlayPad,0,0,0,0,0,64.705,77.777,0,0
WatchTV,0,0,0,0,0,11.764,22.222,19.607,0
Read,0,0,0,0,0,23.529,0,80.392,0
Sleep,0,0,0,0,0,0,0,0,100
