0.9999960177647592,3.982235240777491E-6,3.483176479832537E-84,9.429050254086272E-34,1.405318842619853E-23,6.983434103104554E-85,2.6346018959842195E-55,3.0285970314707245E-44,1.8760532463104823E-57,3.922630121588946E-132,6.048424934625364E-109,3.5266271376647014E-40,2.8109294260374193E-50,1.0871332382611737E-62,7.439599571288208E-58,WatchTV,0,0,0,0,0,0,1,0,0,0
3.0207252315507526E-6,0.9999969792747684,1.3724177086265965E-91,9.111563776532854E-41,2.4665256312176764E-26,8.394136743639614E-91,2.970567081697821E-63,1.7926186817041002E-50,5.261734689459772E-63,1.1001734106184327E-137,3.392782945586482E-114,9.891071260118835E-46,1.9709415097774495E-54,5.9078951707001655E-71,1.3680803863308765E-81,WatchTV,0,0,0,0,0,0,1,0,0,0
1.8631604847466093E-18,1.0,9.83657042399852E-103,3.1385886696625787E-53,6.191385290990569E-35,3.5328040714534575E-101,2.3632991493349153E-74,1.5040671333791668E-59,2.2956812800194787E-71,5.760033873071902E-146,1.7763149429001907E-122,5.1785386694074553E-54,1.031900039450466E-62,1.6112165839043355E-86,1.7088973552672607E-109,WatchTV,0,0,0,0,0,0,1,0,0,0
1.8631604847466093E-18,1.0,9.83657042399852E-103,3.1385886696625787E-53,6.191385290990569E-35,3.5328040714534575E-101,2.3632991493349153E-74,1.5040671333791668E-59,2.2956812800194787E-71,5.760033873071902E-146,1.7763149429001907E-122,5.1785386694074553E-54,1.031900039450466E-62,1.6112165839043355E-86,1.7088973552672607E-109,WatchTV,0,0,0,0,0,0,1,0,0,0
1.8631604847466093E-18,1.0,9.83657042399852E-103,3.1385886696625787E-53,6.191385290990569E-35,3.5328040714534575E-101,2.3632991493349153E-74,1.5040671333791668E-59,2.2956812800194787E-71,5.760033873071902E-146,1.7763149429001907E-122,5.1785386694074553E-54,1.031900039450466E-62,1.6112165839043355E-86,1.7088973552672607E-109,WatchTV,0,0,0,0,0,0,1,0,0,0
1.8631604847466093E-18,1.0,9.83657042399852E-103,3.1385886696625787E-53,6.191385290990569E-35,3.5328040714534575E-101,2.3632991493349153E-74,1.5040671333791668E-59,2.2956812800194787E-71,5.760033873071902E-146,1.7763149429001907E-122,5.1785386694074553E-54,1.031900039450466E-62,1.6112165839043355E-86,1.7088973552672607E-109,WatchTV,0,0,0,0,0,0,1,0,0,0
1.8631604847466093E-18,1.0,9.83657042399852E-103,3.1385886696625787E-53,6.191385290990569E-35,3.5328040714534575E-101,2.3632991493349153E-74,1.5040671333791668E-59,2.2956812800194787E-71,5.760033873071902E-146,1.7763149429001907E-122,5.1785386694074553E-54,1.031900039450466E-62,1.6112165839043355E-86,1.7088973552672607E-109,WatchTV,0,0,0,0,0,0,1,0,0,0
2.4941517413908297E-20,1.0,4.55306601309653E-104,1.773502367086163E-55,8.238336462244123E-37,1.585681035374744E-102,2.5458113609059644E-75,1.620222813010644E-60,2.472971517522926E-72,6.204868172344202E-147,9.567478504393149E-124,5.57846541821716E-55,4.446365318503076E-65,5.554678448044545E-90,1.7063163725144824E-111,WatchTV,0,0,0,0,0,0,1,0,0,0
2.4941517413908297E-20,1.0,4.55306601309653E-104,1.773502367086163E-55,8.238336462244123E-37,1.585681035374744E-102,2.5458113609059644E-75,1.620222813010644E-60,2.472971517522926E-72,6.204868172344202E-147,9.567478504393149E-124,5.57846541821716E-55,4.446365318503076E-65,5.554678448044545E-90,1.7063163725144824E-111,WatchTV,0,0,0,0,0,0,1,0,0,0
2.4941517413908297E-20,1.0,4.55306601309653E-104,1.773502367086163E-55,8.238336462244123E-37,1.585681035374744E-102,2.5458113609059644E-75,1.620222813010644E-60,2.472971517522926E-72,6.204868172344202E-147,9.567478504393149E-124,5.57846541821716E-55,4.446365318503076E-65,5.554678448044545E-90,1.7063163725144824E-111,WatchTV,0,0,0,0,0,0,1,0,0,0
