Exercise,0,0,0,0,0,0,0,0,0,71,0,49,0
Sweep,0,0,0,0,2,0,0,0,0,0,180,0,0
Walk,0,0,0,0,0,0,0,0,0,0,0,0,0
Meal,0,0,42,0,0,0,0,0,0,0,0,0,0
WashDishes,40,0,0,0,0,0,0,0,0,0,0,0,0
PlayPad,0,0,0,0,0,27,0,0,0,0,0,3,349
WatchTV,0,0,0,3,0,0,0,136,143,0,0,0,0
Read,0,32,0,55,0,0,0,0,0,0,0,0,0
Sleep,0,0,0,0,57,1,346,0,0,0,0,0,0
Other,1,0,1,2,2,0,0,0,1,1,1,2,0
