Exercise,0,0,0,0,0,0,49,64,7,0,0,0,0,0
Sweep,0,0,0,155,27,0,0,0,0,0,0,0,0,0
Walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meal,0,0,0,0,0,0,0,0,0,0,0,42,0,0
WashDishes,40,0,0,0,0,0,0,0,0,0,0,0,0,0
PlayPad,0,25,0,0,0,339,0,0,0,0,0,0,15,0
WatchTV,0,0,0,0,0,0,0,0,3,140,136,3,0,0
Read,0,0,0,0,0,0,0,0,0,0,1,52,0,34
Sleep,0,58,346,0,0,0,0,0,0,0,0,0,0,0
Other,2,1,0,0,1,0,0,0,2,0,0,3,2,0
