Exercise,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0
Sweep,0,0,0,0,0,0,6,0,0,0,0,0,106,0,0
Walk,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0
Meal,0,53,229,0,85,3,0,0,4,0,3,0,1,4,1
WashDishes,0,0,0,1,0,170,0,0,118,0,0,0,0,0,0
PlayPad,2,1,0,184,4,0,0,0,0,0,0,1,0,39,0
WatchTV,42,2,0,0,0,0,0,0,0,0,0,0,0,1,76
Read,0,3,0,1,1,0,1,0,0,0,146,159,0,2,0
Sleep,0,0,1,0,0,0,3,494,0,0,0,0,0,0,0
Other,1,0,0,2,0,1,2,1,0,0,0,2,1,0,0
