1.6999758313057898E-77,3.4991931417548147E-28,1.72751297327596E-61,1.5437374699692584E-57,9.943971967326483E-51,2.409039461977764E-118,2.138313341623627E-92,4.233088440965994E-13,0.9999999999995768,9.085061642999733E-45,2.5962355658631905E-28,WatchTV
2.406533527534599E-88,5.433545757856404E-35,5.490486412577718E-68,3.949254308882694E-68,3.988849078934179E-60,9.663437176411942E-128,3.720965949152722E-101,0.9999999999999996,4.093742476396228E-16,2.570713987483353E-87,2.4147846430416543E-35,WatchTV
2.2927169805338772E-88,1.452052522070467E-35,4.620769488452208E-68,4.299971514256945E-68,4.3430825347222636E-60,1.0521607710833586E-127,3.773692187352546E-101,0.9999999999999998,1.7742525525848874E-16,5.056273665510993E-88,1.3445502489806205E-35,WatchTV
2.2927169805338772E-88,1.452052522070467E-35,4.620769488452208E-68,4.299971514256945E-68,4.3430825347222636E-60,1.0521607710833586E-127,3.773692187352546E-101,0.9999999999999998,1.7742525525848874E-16,5.056273665510993E-88,1.3445502489806205E-35,WatchTV
3.292648248372076E-88,1.1302183079582637E-36,4.288919862690622E-68,8.645467937243794E-68,8.732146405679924E-60,2.115461039930304E-127,6.123850149357975E-101,1.0,3.382029204596895E-17,2.1360714858970376E-89,5.164296242032594E-36,WatchTV
3.292648248372076E-88,1.1302183079582637E-36,4.288919862690622E-68,8.645467937243794E-68,8.732146405679924E-60,2.115461039930304E-127,6.123850149357975E-101,1.0,3.382029204596895E-17,2.1360714858970376E-89,5.164296242032594E-36,WatchTV
3.292648248372076E-88,1.1302183079582637E-36,4.288919862690622E-68,8.645467937243794E-68,8.732146405679924E-60,2.115461039930304E-127,6.123850149357975E-101,1.0,3.382029204596895E-17,2.1360714858970376E-89,5.164296242032594E-36,WatchTV
3.292648248372076E-88,1.1302183079582637E-36,4.288919862690622E-68,8.645467937243794E-68,8.732146405679924E-60,2.115461039930304E-127,6.123850149357975E-101,1.0,3.382029204596895E-17,2.1360714858970376E-89,5.164296242032594E-36,WatchTV
3.292648248372076E-88,1.1302183079582637E-36,4.288919862690622E-68,8.645467937243794E-68,8.732146405679924E-60,2.115461039930304E-127,6.123850149357975E-101,1.0,3.382029204596895E-17,2.1360714858970376E-89,5.164296242032594E-36,WatchTV
3.292648248372076E-88,1.1302183079582637E-36,4.288919862690622E-68,8.645467937243794E-68,8.732146405679924E-60,2.115461039930304E-127,6.123850149357975E-101,1.0,3.382029204596895E-17,2.1360714858970376E-89,5.164296242032594E-36,WatchTV
1.043485490680911E-76,1.6556001486193778E-26,1.4561320552413126E-58,1.2453943772531202E-56,1.2578805582214715E-48,3.0473576486005105E-116,4.5957406175558585E-90,0.9997775840662744,2.2241593372551136E-4,4.679839000403303E-63,7.821637402477111E-26,WatchTV
4.480057300777972E-76,4.4980792281641816E-30,1.5187079575481092E-62,1.8972958027749419E-56,1.916317872551683E-48,4.6424963705146886E-116,1.2181084464786843E-90,2.6598643500020395E-27,1.0,6.071383640955634E-28,3.311899231530301E-28,WatchTV
1.611895928198061E-75,2.99239852044072E-37,7.413097431167615E-69,4.149349272178068E-56,4.190950171346242E-48,1.0153049887035085E-115,1.1043524633647894E-91,1.612365211903795E-62,1.1524858995281605E-7,0.99999988475141,3.5654328834861575E-32,WatchTV
2.241904164458649E-88,5.320850884538495E-57,7.223148229175688E-88,4.528108849178828E-69,4.573507148357997E-61,1.107983734892583E-128,2.7569010747764044E-106,3.9791860479043104E-98,1.158523997009239E-27,1.0,1.9444735585386123E-49,WatchTV
2.241904164458649E-88,5.320850884538495E-57,7.223148229175688E-88,4.528108849178828E-69,4.573507148357997E-61,1.107983734892583E-128,2.7569010747764044E-106,3.9791860479043104E-98,1.158523997009239E-27,1.0,1.9444735585386123E-49,WatchTV
4.611361634747547E-86,9.538925470478237E-55,1.5576157600975377E-85,9.764514700712676E-67,9.862412603453611E-59,2.3892807853936844E-126,5.945042835688447E-104,1.0745414154205591E-95,1.045927551893688E-26,1.0,4.1931060581594965E-47,WatchTV
7.025210173331424E-76,1.956249714332097E-45,1.0598951318573341E-75,8.352911122540523E-56,1.1930625282400047E-48,1.011615028902479E-115,2.2474241728199612E-94,7.204485744658031E-86,1.4769101841232333E-21,1.0,1.5851337281746158E-37,WatchTV
4.5150867111024585E-72,2.7262389848078575E-40,1.6328345764132177E-71,4.147595436656116E-52,3.4177449024972884E-45,2.897955493939276E-112,9.01341820742335E-91,3.905757390073562E-79,7.303281637242356E-18,1.0,3.632723409645965E-33,WatchTV
7.006222787561896E-66,1.1960055633762878E-24,3.419840335007694E-58,5.966321223458887E-46,3.862909534913539E-39,3.275417045052343E-106,8.058460913589381E-83,1.3176394676880044E-44,0.9999995990838035,4.009161965874782E-7,1.8955218772696725E-21,PlayPad
1.6997968745742026E-76,2.0137499917951677E-27,1.3381588168398673E-63,2.7482369106041333E-57,5.888040280853663E-50,1.4264442253963402E-117,4.4671477850912016E-92,5.973301941179021E-28,1.0,4.989424366093928E-28,7.283707526965405E-28,PlayPad
7.529425631190505E-79,2.9030816028191044E-27,2.1151628522310706E-63,1.6530037360465955E-59,6.956569006667283E-52,1.6853073713536255E-119,1.4234456950762609E-93,5.852016805401967E-17,1.0,2.7618219954007136E-40,1.5718344941066103E-28,PlayPad
7.235357492688765E-79,8.860818196821642E-27,2.0368546182226448E-64,1.0745358267206101E-59,6.783181246744532E-52,1.643302229212919E-119,9.210419401297492E-94,3.6814047902181193E-22,1.0,5.1293975562162455E-34,1.3616228492462183E-28,PlayPad
5.45623319983833E-80,1.0879427383760147E-26,3.5660190393211516E-64,9.732586685231649E-61,9.83016448136029E-53,2.381468313788152E-120,2.2280540916177498E-94,2.0084768150371758E-16,0.9999999999999998,2.205506562214195E-40,7.925401382708176E-29,PlayPad
8.356678173070607E-78,1.9428207393772843E-21,6.141449616645316E-60,2.1098107684854197E-58,2.1309634888968347E-50,5.162499606450764E-118,1.0936578513438E-91,0.011643765692095133,0.988356234307905,2.121982735799204E-54,7.60207606650534E-25,PlayPad
2.691541497095201E-78,2.050381340211396E-22,2.474382087487262E-61,5.258295372971795E-59,5.3110144383633816E-51,1.2866532012747197E-118,1.9452766014132424E-92,1.000042677493063E-7,0.9999998999957322,4.949440027204182E-49,7.836040086070832E-26,PlayPad
5.515213855102843E-77,8.689423583325463E-28,1.329188957885105E-65,5.5868952223364065E-58,5.642908792071618E-50,1.3670583550630518E-117,1.8588704497149558E-92,2.541525673910008E-36,1.0,2.870582048197534E-17,1.6943281556973675E-28,PlayPad
6.765594766200108E-77,2.15751034466241E-35,5.062891827947493E-72,5.224806743561434E-58,5.277190055800176E-50,1.2784588627747794E-117,5.098816385636701E-94,7.641164872948304E-64,6.764873676425428E-9,0.9999999932351262,5.238541807401205E-33,PlayPad
4.270823014859931E-78,6.089036281863432E-31,2.9005526157068923E-66,6.534877601056604E-59,6.60039553322509E-51,1.599020326734726E-118,2.560296918209059E-93,8.076089968913287E-38,0.9999999999999998,1.3409839244985E-16,3.3595657279906685E-30,PlayPad
1.882611884402837E-44,1.8342759205728705E-5,4.009298304007211E-38,1.5906234393053346E-26,1.9026586704521946E-32,1.477373529261233E-101,2.5805674983686646E-76,2.751298291171357E-25,0.9999816572402017,7.41438457000646E-34,5.925787596391195E-13,PlayPad
