0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,WatchTV,1,0,0,0,0,0,0
