2.7050187378663516E-36,8.829155035775136E-34,6.16506162085828E-20,1.7966992185618308E-33,1.842787037896076E-4,4.795313415452339E-7,1.569002846767202E-12,2.6183567336798257E-43,2.043668218206333E-17,2.6430078930658637E-4,9.424996648168055E-64,2.4010913170641808E-27,3.73559865544598E-33,3.121222674472517E-18,2.9798893457568897E-44,6.22564759345881E-23,4.2969233792002664E-47,7.039242689653214E-21,1.1729392740531156E-16,6.422632960277915E-11,7.030114801211274E-20,0.99955024969326,4.380680499445958E-7,9.560056644068344E-9,2.4358840015532154E-7,WatchTV	
8.079474208316549E-5,0.999919169413748,3.5844168804570425E-8,3.819875844440448E-169,1.3361796838663498E-37,8.289980298017531E-121,5.6840023280798785E-18,5.460227387086465E-243,1.042404666375707E-73,1.1256312901685668E-67,0.0,7.373452837257931E-263,7.38908467908625E-60,2.380968193911252E-51,7.432549347838702E-206,8.301263363403878E-85,1.325145975649707E-265,9.954859693694515E-88,4.7378356391666045E-64,4.6154712902801103E-104,1.8714572964481813E-144,2.3236057332669824E-52,3.849257446540126E-22,5.037342332312973E-24,4.004581105357892E-44,WatchTV	
4.3839588106903025E-5,0.9999561557233005,4.6885925767749636E-9,3.943099625723568E-171,1.471681531615171E-38,3.522776557230493E-122,1.2303081762908517E-18,1.122511077435497E-244,1.5318180007452707E-75,3.7842047552494797E-69,0.0,1.1415705047514754E-263,3.51374310717532E-61,8.200977135226111E-53,3.331448117502683E-208,3.0741339116072167E-86,5.96070082994919E-268,3.984441387912954E-88,4.142126383770107E-65,1.5889155246349049E-105,1.4299918257313233E-146,6.659310129755037E-54,3.58161073897606E-23,2.215344821216308E-24,2.293836433320386E-44,WatchTV	
5.2048742048453846E-5,0.9999479481687177,3.0892339781422827E-9,1.4340032277660694E-171,5.082571138678183E-39,9.183458116741018E-123,4.0065794445397503E-19,3.976281685634144E-245,7.2127192198287E-76,1.7896308229044542E-69,0.0,1.3278394429983299E-264,3.4110355320113424E-61,2.7641529760327097E-53,7.451233047539919E-209,5.73107593726372E-87,9.357380941009618E-269,4.6595695329542014E-89,8.896344642994767E-66,3.229373161944213E-106,3.3226949861926114E-147,2.142794322964359E-54,1.6723138442073582E-23,7.341101517533048E-25,4.850201407103139E-45,WatchTV	
9.775780404491152E-5,0.9999022369902012,5.205753681679818E-9,1.6131764230289896E-170,5.1064289258402625E-39,1.4922825428489506E-122,2.539426366610315E-19,2.7464217410514808E-244,3.4151748512905746E-75,6.089348554077271E-69,0.0,6.163236878876934E-264,1.6890488535611763E-60,4.275970603484414E-53,7.701955664063958E-208,6.59104128283725E-87,1.305417141575967E-267,1.1173750118876393E-89,6.418949086153199E-66,4.501826473135083E-106,1.4926175501709904E-146,4.274991758381371E-54,2.3092071473785436E-23,3.586758500739359E-25,1.5056162778987788E-45,WatchTV	
6.340749812872701E-5,0.9999365895971485,2.9047228443782667E-9,3.428945462453889E-171,4.327087903983317E-39,9.173830586505855E-123,2.8702425811569805E-19,8.462660699039731E-245,8.755201028762344E-76,2.281478739806781E-69,0.0,6.045298100921564E-264,4.5863965188408675E-61,2.3021321256537607E-53,1.5936790665691476E-208,4.916718928357768E-87,2.9982153228148835E-268,3.202604454925491E-89,6.785628274554905E-66,3.1539619494394173E-106,4.5655384934790436E-147,2.0161293681425888E-54,1.4953920667370954E-23,5.651195914043046E-25,3.480046569474847E-45,WatchTV	
6.368328385053153E-5,0.9999361978008062,1.1891534326179917E-7,1.8252470598353548E-169,8.246710727696271E-37,6.915097127423477E-120,7.861948251650766E-17,5.606534346173268E-243,3.208901366283496E-73,2.5651307824868832E-67,0.0,5.507218088595495E-263,2.3824875412078765E-60,1.5995249765695965E-50,6.986185146578349E-206,1.5964571347818882E-83,7.603900875375552E-266,3.4469310468022244E-86,6.378726169634991E-63,3.754325776249894E-103,6.913770274720846E-144,1.4947668615550208E-51,1.8629165218334882E-21,4.7857093194466816E-23,6.555185524425425E-43,WatchTV	
1.3096148322508272E-4,0.9998690235644608,1.4952314159897197E-8,1.1797688832646342E-169,1.59741926625421E-38,7.843336518068373E-122,6.133130428150338E-19,1.7310841203078473E-243,2.6672180479135895E-74,3.3079517252951064E-68,0.0,1.3306440675430235E-263,6.430229897986629E-60,2.1947055941676685E-52,7.901682303071727E-207,3.3651622130664384E-86,1.2643407162607512E-266,1.8720672855470544E-89,2.16500825014697E-65,2.3386918144433726E-105,1.4747359001743497E-145,2.577754427397583E-53,7.950545564780917E-23,6.085135480496658E-25,2.227802535154417E-45,WatchTV	
3.716090328431942E-5,0.9999626252113365,2.1388537904090352E-7,1.517657020311688E-168,8.282949093313001E-36,4.890783061602963E-119,2.0314859375633612E-16,4.2811519231738086E-242,1.4028272502657346E-72,2.0041336153467828E-66,0.0,9.538523597354279E-263,9.366904066806816E-60,1.6982676906383135E-49,8.854437226883796E-205,1.0954126715022363E-82,1.1214860738328973E-264,2.578583635178926E-85,6.795277665973963E-62,6.7971419675241265E-102,1.1814027388764238E-142,1.5447165428583258E-50,1.2931517535147814E-20,2.476155352525402E-22,4.3509496737711815E-42,WatchTV	
4.290160865323788E-4,0.9962091808425989,0.0033618030701184414,2.0251044698028866E-159,4.674430458052845E-31,6.787025324732385E-112,7.49237382798348E-13,5.02314961703808E-234,5.0499904606873615E-64,2.3091958322628825E-59,0.0,3.3551208839356102E-258,1.6476277690570455E-53,1.5900804341430172E-42,5.842209798311265E-194,7.534252134441454E-76,9.015990715369737E-254,7.028935455845998E-83,1.4448384871879292E-56,1.2110258281059532E-94,1.2510981056085272E-132,7.48075946549939E-43,1.10012350905833E-15,2.1108450875865426E-20,1.8137182418573821E-40,WatchTV	
0.0014536109857749334,0.9985461365833862,2.524308387401108E-7,7.618940036460661E-165,5.162476229816437E-38,2.265138630190713E-120,1.68120788433242E-19,1.2180906400183484E-239,6.744448098039786E-71,1.8970790225511136E-65,0.0,1.3235957508653339E-261,2.6660783540755195E-56,7.570531616227069E-51,5.580113678169686E-202,1.714887789541899E-85,1.872255606545655E-261,7.327424490290223E-92,1.9630309829609906E-65,4.56094809865817E-104,4.496346411841589E-142,2.2162156566745326E-51,9.134525215792093E-22,4.767855858902229E-26,2.3387246328883964E-47,WatchTV	
0.0012794419103979574,0.9987204875430528,7.054654931771365E-8,1.2483675477391804E-164,2.073580157000957E-38,9.237094326404068E-121,6.720092954736262E-20,1.9066363696746832E-239,1.2126870093111442E-71,6.463076706508235E-66,0.0,2.992111607823299E-259,9.249402943966529E-57,1.2990431863393432E-51,7.067582020042582E-202,6.2823587048384394E-86,1.089342574954028E-260,1.3778380346753656E-91,8.361408366044912E-66,2.1275545824905952E-104,1.7269104147800383E-142,4.640805745345122E-52,2.413131941911857E-22,3.690071498830419E-26,3.2084504902126945E-47,WatchTV	
9.232363093563006E-4,0.9990767262377852,3.745285862691178E-8,1.5282744002323107E-165,1.1439458888203442E-38,2.9531617554555598E-121,4.73030196699921E-20,3.1016535344465664E-240,2.6354667273745313E-72,1.8341014722245542E-66,0.0,4.5707813539353755E-260,2.7986801398377507E-57,4.971966765782956E-52,6.898625987032079E-203,2.249974828371427E-86,7.917186495097127E-262,1.1830738802665729E-91,4.4350456015477754E-66,6.98576069926919E-105,2.775142325929067E-143,1.475031930024907E-52,1.2438625079330494E-22,3.330584668999574E-26,3.1823463010288227E-47,WatchTV	
0.0011120067958649998,0.9988878047372092,1.8846692580386043E-7,1.768352347840036E-164,8.198811612743706E-38,4.6750912285097964E-120,3.4529509064920184E-19,3.1883538572607423E-239,4.78677820033745E-71,1.8859409970187812E-65,0.0,1.5232792532052207E-259,1.0948522640570003E-56,6.93387975429629E-51,1.7025622626370647E-201,4.8520779189961655E-85,1.708608693659474E-260,8.92708532436479E-91,5.084512468002784E-65,1.169631917222316E-103,7.941268476585061E-142,2.584636852852492E-51,8.944202743828869E-22,1.3242022312189625E-25,1.391119802506592E-46,WatchTV	
2.0717629927335327E-4,0.9997899543741126,2.8693266135138158E-6,2.471306289973079E-164,6.190836976367965E-35,4.3977273144947116E-117,4.091787558444846E-16,1.5243169142784725E-238,1.1003982290043154E-69,4.548649447675282E-64,0.0,4.587099392144793E-259,4.158086647899908E-57,6.023591964955201E-48,2.956921436482614E-200,3.1821065617506896E-81,1.5337764281012954E-259,9.387580600339288E-86,3.9991931336091465E-61,4.0670782225236205E-100,2.609553040380839E-139,1.492328491182148E-48,1.395765452244114E-19,1.3897247267474547E-22,1.2777978361126864E-42,WatchTV	
0.0026976688434590785,0.9973020943868426,2.36769698281269E-7,1.2950570285641215E-165,8.134324206796389E-39,3.535895387152301E-121,4.186229603933183E-20,1.868417783405062E-240,4.375917047721598E-71,7.031671158254103E-66,0.0,9.985376198013463E-264,3.513881152323479E-56,1.5982266883620204E-51,4.3989455856038925E-203,1.495981777629781E-86,4.9126226315237675E-263,1.2002421847507248E-93,1.3899849433507903E-66,2.8716737490551555E-105,4.711327424994427E-143,5.096117748508641E-52,3.2312253845067456E-22,6.2624712315129406E-27,1.0937780186651008E-48,WatchTV	
