Activity,livingroom_tempterature,livingroom_humidity,livingroom_luminance,study_tempterature,study_humidity,study_luminance,kitchen_tempterature,kitchen_humidity,kitchen_luminance,hallway_tempterature,hallway_humidity,hallway_luminance,bedroom_tempterature,bedroom_humidity,bedroom_luminance,light_livingroom,light_hallway,light_bedroom,light_kitchen,light_study,switch_door_hallway,audio_livingroom,current_watercoldfan_livingroom,current_lamp_bedroom,current_PC_bedroom,current_TV_livingroom,current_lamp_livingroom,current_xbox_livingroom,current_microwave_kitchen,current_AC_bedroom,current_AC_livingroom,current_lamp_study,current_NB_study,current_nightlamp_bedroom,people_hallway,people_livingroom,people_bedroom,people_kitchen,people_study,Timestamp
 UsingPC,24.57,56.77,6.3,25.88,49.22,4.2,27.72,44.84,6.45,26.9,56.9,0,25.04,51.98,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-12
 UsingPC,24.58,56.77,8.4,25.87,49.22,14.7,27.74,44.84,6.45,26.89,57.38,2,25.04,52.06,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-16
 UsingPC,24.56,56.77,10.5,25.88,49.22,2.1,27.72,44.84,10.75,26.89,57.51,6,25.06,52.06,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-17
 UsingPC,24.57,56.77,8.4,25.87,49.22,6.3,27.74,44.84,6.45,26.89,57.56,2,25.07,52.06,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-17
 UsingPC,24.56,56.77,8.4,25.88,49.22,4.2,27.74,44.84,8.6,26.9,57.69,4,25.06,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-18
 UsingPC,24.56,56.77,8.4,25.88,49.22,4.2,27.74,44.84,8.6,26.9,57.69,4,25.06,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-18
 UsingPC,24.57,56.77,8.4,25.88,49.22,10.5,27.73,44.84,15.05,26.9,57.87,6,25.06,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-19
 UsingPC,24.57,56.77,8.4,25.88,49.22,4.2,27.71,44.77,8.6,26.9,58.05,2,25.06,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-21
 UsingPC,24.56,56.77,6.3,25.88,49.22,4.2,27.72,44.84,8.6,26.9,57.87,8,25.06,52.16,202.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-22
 UsingPC,24.57,56.77,14.7,25.88,49.22,8.4,27.71,44.84,6.45,26.89,57.62,2,25.05,52.11,216,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-23
 UsingPC,24.56,56.77,8.4,25.89,49.22,8.4,27.71,44.84,6.45,26.89,57.38,2,25.06,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-24
 UsingPC,24.59,56.77,25.2,25.88,49.22,8.4,27.7,44.84,6.45,26.89,57.13,2,25.06,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-26
 UsingPC,24.57,56.77,23.1,25.87,49.22,10.5,27.7,44.84,4.3,26.9,57.13,2,25.06,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-27
 UsingPC,24.58,56.77,10.5,25.87,49.22,10.5,27.7,44.84,6.45,26.9,57.02,8,25.07,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-28
 UsingPC,24.58,56.77,10.5,25.87,49.22,10.5,27.7,44.84,6.45,26.9,57.02,8,25.07,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-28
 UsingPC,24.56,56.77,21,25.87,49.22,10.5,27.7,44.84,6.45,26.92,56.72,2,25.05,52.11,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-29
 UsingPC,24.57,56.77,8.4,25.88,49.22,12.6,27.71,44.89,4.3,26.91,56.65,6,25.05,52.11,220.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-30
 UsingPC,24.56,56.77,16.8,25.89,49.22,8.4,27.72,44.84,10.75,26.91,56.54,2,25.05,52.11,220.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-31
 UsingPC,24.57,56.77,10.5,25.88,49.27,2.1,27.72,44.84,10.75,26.9,56.54,4,25.05,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-32
 UsingPC,24.58,56.77,8.4,25.88,49.22,4.2,27.72,44.84,10.75,26.9,56.54,16,25.05,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-34
 UsingPC,24.58,56.77,16.8,25.88,49.22,8.4,27.73,44.84,4.3,26.92,55.93,8,25.04,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-35
 UsingPC,24.58,56.9,12.6,25.88,49.22,12.6,27.75,44.84,19.35,26.92,54.34,6,25.03,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-38
 UsingPC,24.58,56.9,12.6,25.86,49.22,4.2,27.75,44.84,8.6,26.92,54.34,6,25.03,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-38
 UsingPC,24.58,56.9,23.1,25.87,49.27,6.3,27.75,44.84,21.5,26.92,54.34,6,25.03,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-39
 UsingPC,24.57,56.9,8.4,25.88,49.22,8.4,27.75,44.84,21.5,26.91,53.86,2,25.03,52.11,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-40
 UsingPC,24.59,56.9,25.2,25.88,49.27,8.4,27.75,44.84,21.5,26.91,53.96,6,25.02,52.11,202.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-41
 UsingPC,24.58,56.9,10.5,25.88,49.22,8.4,27.73,44.96,6.45,26.92,54.58,6,25.04,52.24,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-43
 UsingPC,24.59,56.9,16.8,25.89,49.22,4.2,27.75,44.91,4.3,26.93,54.58,2,25.04,52.24,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-43
 UsingPC,24.57,56.77,14.7,25.88,49.22,6.3,27.74,44.96,6.45,26.93,54.52,4,25.04,52.24,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-45
 UsingPC,24.58,56.77,25.2,25.87,49.22,8.4,27.75,44.96,8.6,26.95,54.95,4,25.02,52.16,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-47
 UsingPC,24.57,56.77,8.4,25.88,49.22,10.5,27.75,44.96,6.45,26.94,55.08,2,25.02,52.16,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-48
 UsingPC,24.58,56.77,21,25.88,49.22,10.5,27.75,44.96,6.45,26.94,55.08,2,25.02,52.16,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-49
 UsingPC,24.57,56.84,8.4,25.88,49.22,6.3,27.73,44.84,17.2,26.94,55.31,14,25.04,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-50
 UsingPC,24.58,56.77,27.3,25.88,49.22,4.2,27.74,44.71,6.45,26.95,55.57,6,25.02,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-51
 UsingPC,24.57,56.77,10.5,25.88,49.22,2.1,27.74,44.71,8.6,26.94,56.18,2,25.02,52.24,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-52
 UsingPC,24.57,56.77,10.5,25.87,49.22,4.2,27.73,44.71,4.3,26.93,56.29,4,25.02,52.24,247.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-53
 UsingPC,24.56,56.84,12.6,25.87,49.22,6.3,27.73,44.71,10.75,26.92,56.29,4,25.01,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-56
 UsingPC,24.58,56.9,14.7,25.86,49.22,18.9,27.73,44.71,10.75,26.92,56.77,2,25,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-57
 UsingPC,24.56,56.9,8.4,25.86,49.22,4.2,27.73,44.71,6.45,26.92,57.02,8,25.02,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-58
 UsingPC,24.57,56.9,23.1,25.86,49.22,4.2,27.73,44.71,6.45,26.91,57.33,6,25.01,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-21-59
 UsingPC,24.57,56.9,10.5,25.86,49.22,4.2,27.7,44.84,6.45,26.92,57.87,6,25.02,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-00
 UsingPC,24.57,56.9,10.5,25.85,49.22,16.8,27.72,44.77,6.45,26.91,58.23,6,25.02,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-00
 UsingPC,24.57,56.9,29.4,25.85,49.22,16.8,27.7,44.71,17.2,26.91,58.12,4,25.01,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-02
 UsingPC,24.58,56.9,10.5,25.86,49.22,2.1,27.7,44.71,4.3,26.91,57.87,4,25.01,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-03
 UsingPC,24.58,56.9,10.5,25.86,49.22,14.7,27.7,44.71,4.3,26.92,57.74,6,25.02,52.11,211.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-04
 UsingPC,24.58,56.9,21,25.85,49.22,2.1,27.73,44.84,6.45,26.92,57.64,2,25.01,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-05
 UsingPC,24.58,56.9,8.4,25.86,49.22,4.2,27.72,44.71,4.3,26.94,57.38,4,25.01,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-06
 UsingPC,24.57,56.77,8.4,25.85,49.22,8.4,27.73,44.71,8.6,26.94,57.28,6,25,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-07
 UsingPC,24.57,56.77,8.4,25.86,49.22,4.2,27.73,44.71,8.6,26.95,57.02,2,25,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-07
 UsingPC,24.58,56.77,10.5,25.86,49.22,4.2,27.74,44.71,6.45,26.95,56.66,6,25,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-08
 UsingPC,24.58,56.77,23.1,25.85,49.22,6.3,27.73,44.71,4.3,26.95,56.66,6,25,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-09
 UsingPC,24.58,56.77,10.5,25.86,49.22,4.2,27.73,44.71,10.75,26.96,56.11,4,24.99,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-10
 UsingPC,24.59,56.77,8.4,25.86,49.22,4.2,27.74,44.71,4.3,26.95,55.75,12,24.99,52.11,238.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-11
 UsingPC,24.58,56.77,10.5,25.86,49.22,4.2,27.74,44.71,15.05,26.94,55.19,10,25,52.11,220.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-12
 UsingPC,24.59,56.77,8.4,25.86,49.22,4.2,27.74,44.71,10.75,26.95,55.08,2,25.01,52.11,220.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-14
 UsingPC,24.59,56.77,8.4,25.86,49.22,6.3,27.75,44.71,8.6,26.95,55.08,2,25.01,52.11,220.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-14
 UsingPC,24.59,56.84,8.4,25.86,49.22,6.3,27.73,44.71,4.3,26.96,55.26,2,25.01,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-16
 UsingPC,24.59,56.84,8.4,25.86,49.22,6.3,27.72,44.71,4.3,26.94,55.19,8,25.01,52.11,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-17
 UsingPC,24.58,56.77,8.4,25.87,49.22,4.2,27.71,44.71,15.05,26.95,55.31,4,25,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-18
 UsingPC,24.59,56.9,10.5,25.87,49.22,4.2,27.7,44.71,6.45,26.95,55.21,10,25,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-19
 UsingPC,24.59,56.84,8.4,25.88,49.22,4.2,27.7,44.71,6.45,26.95,55.01,2,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-20
 UsingPC,24.59,56.84,14.7,25.87,49.22,4.2,27.69,44.71,6.45,26.94,54.95,4,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-21
 UsingPC,24.59,56.77,8.4,25.85,49.22,4.2,27.68,44.71,6.45,26.93,55.01,2,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-22
 UsingPC,24.6,56.79,21,25.85,49.22,4.2,27.68,44.71,10.75,26.94,55.08,2,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-23
 UsingPC,24.59,56.72,10.5,25.85,49.22,6.3,27.67,44.77,6.45,26.95,55.21,6,24.99,52.16,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-24
 UsingPC,24.59,56.66,8.4,25.85,49.22,2.1,27.66,44.82,10.75,26.95,55.21,6,25,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-26
 UsingPC,24.59,56.66,25.2,25.85,49.22,4.2,27.67,44.84,12.9,26.96,55.21,4,25,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-27
 UsingPC,24.59,56.66,8.4,25.85,49.22,2.1,27.68,44.84,19.35,26.96,55.21,4,25.01,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-28
 UsingPC,24.6,56.66,10.5,25.85,49.22,4.2,27.7,44.84,6.45,26.95,55.21,2,25.02,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-29
 UsingPC,24.59,56.59,8.4,25.86,49.22,4.2,27.71,44.84,8.6,26.96,55.31,2,25.01,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-30
 UsingPC,24.6,56.66,14.7,25.87,49.22,6.3,27.71,44.84,8.6,26.95,55.39,2,25.02,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-31
 UsingPC,24.6,56.59,8.4,25.84,49.22,4.2,27.72,44.84,19.35,26.95,55.57,8,25,52.16,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-32
 UsingPC,24.59,56.66,29.4,25.84,49.22,4.2,27.72,44.84,6.45,26.95,55.69,4,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-33
 UsingPC,24.6,56.66,8.4,25.85,49.22,2.1,27.73,44.84,4.3,26.95,55.69,6,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-34
 UsingPC,24.6,56.66,25.2,25.85,49.22,2.1,27.73,44.84,4.3,26.95,55.69,6,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-35
 UsingPC,24.6,56.66,25.2,25.85,49.22,2.1,27.74,44.84,21.5,26.95,55.57,8,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-36
 UsingPC,24.6,56.66,10.5,25.84,49.27,2.1,27.74,44.84,12.9,26.94,55.69,4,24.99,52.11,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-37
 UsingPC,24.6,56.72,10.5,25.84,49.33,4.2,27.74,44.78,17.2,26.96,56.05,16,25,52.22,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-38
 UsingPC,24.6,56.72,10.5,25.84,49.27,6.3,27.72,44.77,15.05,26.95,56.41,2,25,52.22,234,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-39
 UsingPC,24.6,56.79,8.4,25.85,49.33,2.1,27.73,44.71,12.9,26.95,56.59,2,24.99,52.11,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-40
 UsingPC,24.6,56.79,12.6,25.84,49.33,6.3,27.71,44.71,21.5,26.96,56.79,2,24.99,52.16,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-41
 UsingPC,24.6,56.66,8.4,25.84,49.33,6.3,27.7,44.71,8.6,26.95,56.84,6,24.99,52.16,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-42
 UsingPC,24.6,56.72,12.6,25.85,49.33,4.2,27.7,44.71,10.75,26.95,56.84,6,24.99,52.22,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-43
 UsingPC,24.6,56.72,12.6,25.85,49.33,4.2,27.7,44.71,4.3,26.95,56.79,2,24.99,52.22,229.5,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-44
 UsingPC,24.6,56.72,12.6,25.84,49.33,4.2,27.69,44.71,17.2,26.96,56.54,8,24.99,52.22,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-44
 UsingPC,24.59,56.77,14.7,25.85,49.33,4.2,27.67,44.71,6.45,26.96,56.54,8,24.99,52.22,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-45
 UsingPC,24.59,56.72,8.4,25.84,49.33,2.1,27.67,44.77,4.3,26.96,56.05,4,24.99,52.22,225,  off,  off,  on_86,  off,  off,  off,  off,  standby,  off,  on,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off, on,  off,  off,  2014-08-11-06-22-46
