Activity,livingroom_tempterature,livingroom_humidity,livingroom_luminance,study_tempterature,study_humidity,study_luminance,kitchen_tempterature,kitchen_humidity,kitchen_luminance,hallway_tempterature,hallway_humidity,hallway_luminance,bedroom_tempterature,bedroom_humidity,bedroom_luminance,light_livingroom,light_hallway,light_bedroom,light_kitchen,light_study,switch_door_hallway,audio_livingroom,current_watercoldfan_livingroom,current_lamp_bedroom,current_PC_bedroom,current_TV_livingroom,current_lamp_livingroom,current_xbox_livingroom,current_microwave_kitchen,current_AC_bedroom,current_AC_livingroom,current_lamp_study,current_NB_study,current_nightlamp_bedroom,people_hallway,people_livingroom,people_bedroom,people_kitchen,people_study,Timestamp
 PlayingKinect,24.62,56.54,94.5,26.1,48.86,6.3,27.73,44.46,15.05,26.95,56.59,20,25.2,50.54,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-31
 PlayingKinect,24.63,56.54,94.5,26.1,48.86,6.3,27.75,44.53,17.2,26.96,56.41,20,25.21,50.54,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-32
 PlayingKinect,24.62,56.54,107.1,26.1,48.86,6.3,27.73,44.59,17.2,26.97,56.41,24,25.22,50.54,27,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-34
 PlayingKinect,24.63,56.54,90.3,26.1,48.86,6.3,27.73,44.59,8.6,26.96,56.18,16,25.23,50.54,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-35
 PlayingKinect,24.64,56.61,92.4,26.1,48.86,6.3,27.71,44.71,10.75,26.97,55.44,18,25.21,50.54,31.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-38
 PlayingKinect,24.64,56.66,92.4,26.1,48.86,6.3,27.71,44.71,10.75,26.97,55.44,18,25.21,50.54,31.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-38
 PlayingKinect,24.64,56.66,92.4,26.1,48.86,6.3,27.7,44.59,23.65,26.97,55.57,18,25.21,50.54,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-39
 PlayingKinect,24.64,56.61,92.4,26.1,48.86,6.3,27.71,44.59,10.75,26.97,55.93,20,25.21,50.54,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-40
 PlayingKinect,24.64,56.54,92.4,26.1,48.86,6.3,27.71,44.53,8.6,26.98,56.18,16,25.22,50.54,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-41
 PlayingKinect,24.64,56.54,92.4,26.1,48.86,6.3,27.7,44.46,10.75,26.97,56.66,16,25.22,50.54,22.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-43
 PlayingKinect,24.63,56.54,92.4,26.12,48.69,4.2,27.7,44.46,10.75,26.97,56.66,16,25.23,50.54,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-43
 PlayingKinect,24.63,56.54,92.4,26.11,48.69,6.3,27.71,44.46,10.75,26.98,56.66,18,25.23,50.54,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-44
 PlayingKinect,24.63,56.54,105,26.11,48.69,8.4,27.7,44.46,21.5,26.97,56.41,20,25.22,50.54,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-46
 PlayingKinect,24.63,56.54,105,26.11,48.69,8.4,27.69,44.46,15.05,26.97,56.05,20,25.23,50.54,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-47
 PlayingKinect,24.63,56.54,105,26.12,48.69,8.4,27.69,44.46,8.6,26.98,55.93,20,25.23,50.54,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-48
 PlayingKinect,24.63,56.54,90.3,26.11,48.69,4.2,27.7,44.46,12.9,26.98,55.93,20,25.23,50.54,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-48
 PlayingKinect,24.64,56.54,92.4,26.11,48.69,4.2,27.7,44.46,12.9,26.98,55.93,20,25.2,50.49,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-49
 PlayingKinect,24.63,56.61,92.4,26.1,48.69,4.2,27.67,44.46,10.75,26.98,55.69,30,25.22,50.54,13.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-50
 PlayingKinect,24.63,56.61,92.4,26.1,48.69,6.3,27.67,44.46,10.75,26.97,55.26,16,25.22,50.54,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-51
 PlayingKinect,24.64,56.61,92.4,26.1,48.69,4.2,27.66,44.46,12.9,26.97,55.08,16,25.24,50.54,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-52
 PlayingKinect,24.64,56.66,92.4,26.12,48.69,8.4,27.65,44.46,10.75,26.97,55.08,16,25.24,50.67,18,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-53
 PlayingKinect,24.64,56.66,92.4,26.12,48.69,8.4,27.66,44.46,10.75,26.96,55.21,22,25.24,50.67,31.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-54
 PlayingKinect,24.64,56.66,92.4,26.1,48.69,4.2,27.67,44.46,15.05,26.95,55.44,22,25.25,50.62,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-55
 PlayingKinect,24.63,56.66,92.4,26.11,48.69,6.3,27.68,44.46,10.75,26.96,55.69,18,25.25,50.62,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-56
 PlayingKinect,24.63,56.66,92.4,26.11,48.69,6.3,27.66,44.51,23.65,26.96,55.87,14,25.25,50.62,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-57
 PlayingKinect,24.63,56.66,92.4,26.11,48.64,8.4,27.66,44.51,23.65,26.96,56,22,25.25,50.67,9,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-49-58
 PlayingKinect,24.64,56.66,96.6,26.11,48.58,4.2,27.65,44.46,10.75,26.94,56,18,25.21,50.49,4.5,  on_55_0,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  on,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-50-01
 WatchingTV,24.63,56.66,186.9,26.11,48.58,6.3,27.75,44.59,23.65,26.94,56.41,54,25.21,50.54,0,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-00
 WatchingTV,24.63,56.66,186.9,26.1,48.69,8.4,27.75,44.59,23.65,26.94,56.41,54,25.21,50.49,22.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-00
 WatchingTV,24.64,56.66,191.1,26.11,48.69,16.8,27.75,44.59,23.65,26.95,56.48,46,25.21,50.49,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-02
 WatchingTV,24.64,56.66,191.1,26.1,48.69,14.7,27.75,44.46,19.35,26.96,56.54,48,25.22,50.49,22.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-03
 WatchingTV,24.64,56.66,193.2,26.11,48.69,8.4,27.74,44.46,23.65,26.95,56.59,48,25.21,50.54,27,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-04
 WatchingTV,24.64,56.66,233.1,26.1,48.69,6.3,27.74,44.41,19.35,26.95,56.59,48,25.21,50.54,27,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-05
 WatchingTV,24.63,56.66,184.8,26.1,48.69,6.3,27.72,44.33,25.8,26.99,56.84,48,25.22,50.54,27,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-06
 WatchingTV,24.62,56.66,239.4,26.1,48.69,6.3,27.72,44.33,21.5,26.98,56.79,38,25.22,50.42,0,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-07
 WatchingTV,24.63,56.66,201.6,26.1,48.69,6.3,27.72,44.33,27.95,26.99,56.66,44,25.21,50.42,18,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-08
 WatchingTV,24.64,56.61,201.6,26.1,48.69,6.3,27.72,44.33,19.35,26.97,56.66,44,25.2,50.42,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-09
 WatchingTV,24.64,56.66,220.5,26.1,48.69,6.3,27.72,44.33,23.65,26.98,56.66,44,25.2,50.42,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-10
 WatchingTV,24.64,56.66,220.5,26.1,48.69,6.3,27.72,44.33,23.65,26.98,56.66,44,25.19,50.42,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-10
 WatchingTV,24.64,56.61,220.5,26.1,48.69,6.3,27.73,44.33,23.65,26.95,56.79,48,25.18,50.42,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-12
 WatchingTV,24.64,56.54,168,26.1,48.69,6.3,27.73,44.33,23.65,26.95,56.66,38,25.18,50.42,18,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-13
 WatchingTV,24.65,56.56,207.9,26.09,48.69,8.4,27.74,44.33,19.35,26.94,56.66,56,25.18,50.42,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-14
 WatchingTV,24.65,56.56,241.5,26.1,48.69,10.5,27.75,44.35,21.5,26.94,56.79,42,25.18,50.36,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-15
 WatchingTV,24.64,56.54,201.6,26.09,48.69,21,27.75,44.35,21.5,26.94,56.79,42,25.18,50.42,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-16
 WatchingTV,24.64,56.43,210,26.1,48.69,8.4,27.77,44.35,21.5,26.94,57.2,42,25.18,50.42,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-17
 WatchingTV,24.64,56.43,231,26.1,48.69,8.4,27.78,44.35,23.65,26.96,57.28,36,25.19,50.54,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-18
 WatchingTV,24.65,56.43,231,26.1,48.69,12.6,27.77,44.35,23.65,26.93,57.02,36,25.22,50.54,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-19
 WatchingTV,24.64,56.43,186.9,26.11,48.69,10.5,27.76,44.35,19.35,26.94,56.66,50,25.23,50.62,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-20
 WatchingTV,24.65,56.43,193.2,26.1,48.69,8.4,27.76,44.35,21.5,26.94,56.54,50,25.23,50.67,22.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-21
 WatchingTV,24.65,56.43,193.2,26.1,48.69,8.4,27.76,44.35,21.5,26.94,56.66,38,25.23,50.67,22.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-22
 WatchingTV,24.65,56.43,233.1,26.1,48.69,12.6,27.75,44.35,23.65,26.94,56.84,40,25.21,50.54,27,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-23
 WatchingTV,24.65,56.48,182.7,26.1,48.69,12.6,27.76,44.28,19.35,26.97,57.02,50,25.21,50.42,36,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-26
 WatchingTV,24.64,56.54,205.8,26.1,48.69,8.4,27.76,44.28,19.35,26.97,56.92,50,25.21,50.42,36,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-27
 WatchingTV,24.65,56.61,245.7,26.1,48.69,8.4,27.73,44.33,25.8,26.98,56.66,32,25.21,50.42,27,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-28
 WatchingTV,24.64,56.61,203.7,26.11,48.69,10.5,27.73,44.33,21.5,26.98,56.66,32,25.2,50.42,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-29
 WatchingTV,24.64,56.66,207.9,26.11,48.69,6.3,27.74,44.33,23.65,26.99,56,44,25.18,50.36,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-30
 WatchingTV,24.65,56.66,222.6,26.1,48.69,4.2,27.74,44.33,23.65,26.99,55.75,36,25.17,50.29,0,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-31
 WatchingTV,24.65,56.66,222.6,26.1,48.69,8.4,27.72,44.41,32.25,27,55.69,46,25.18,50.29,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-31
 WatchingTV,24.65,56.61,174.3,26.11,48.69,8.4,27.73,44.46,23.65,27,55.69,40,25.18,50.29,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-33
 WatchingTV,24.65,56.66,199.5,26.1,48.69,8.4,27.75,44.46,19.35,27.01,55.82,44,25.2,50.29,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-34
 WatchingTV,24.65,56.66,199.5,26.11,48.69,8.4,27.76,44.46,21.5,27.01,55.82,44,25.2,50.42,18,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-34
 WatchingTV,24.65,56.66,224.7,26.1,48.69,10.5,27.76,44.46,32.25,27.01,55.82,44,25.2,50.42,18,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-36
 WatchingTV,24.65,56.74,193.2,26.11,48.69,14.7,27.77,44.48,23.65,27.01,55.82,38,25.2,50.36,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-37
 WatchingTV,24.65,56.74,193.2,26.1,48.58,16.8,27.77,44.48,27.95,27.02,55.57,42,25.21,50.42,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-39
 WatchingTV,24.65,56.79,193.2,26.09,48.58,6.3,27.79,44.41,27.95,27.02,55.46,54,25.22,50.42,36,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-40
 WatchingTV,24.64,56.79,193.2,26.09,48.58,6.3,27.78,44.35,27.95,27.02,55.46,54,25.22,50.42,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-41
 WatchingTV,24.65,56.66,201.6,26.1,48.58,6.3,27.78,44.35,27.95,27.02,55.46,54,25.22,50.42,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-42
 WatchingTV,24.64,56.54,191.1,26.1,48.58,6.3,27.78,44.35,27.95,27.02,55.08,48,25.22,50.42,27,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-44
 WatchingTV,24.66,56.61,191.1,26.1,48.69,10.5,27.75,44.41,23.65,27.01,54.9,48,25.22,50.42,18,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-45
 WatchingTV,24.65,56.56,212.1,26.1,48.69,4.2,27.74,44.41,23.65,27.01,54.72,36,25.22,50.36,27,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-46
 WatchingTV,24.65,56.56,212.1,26.1,48.69,4.2,27.74,44.41,23.65,27.01,54.72,36,25.23,50.36,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-46
 WatchingTV,24.63,56.54,216.3,26.09,48.69,8.4,27.74,44.46,23.65,27.03,54.72,40,25.23,50.36,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-48
 WatchingTV,24.64,56.48,174.3,26.09,48.69,14.7,27.74,44.46,23.65,27.02,54.85,50,25.23,50.36,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-49
 WatchingTV,24.64,56.43,153.3,26.11,48.69,12.6,27.73,44.46,19.35,27.04,55.1,56,25.23,50.36,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-50
 WatchingTV,24.64,56.43,237.3,26.09,48.69,21,27.72,44.33,30.1,27.02,55.33,42,25.21,50.36,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-51
 WatchingTV,24.63,56.36,184.8,26.1,48.69,8.4,27.73,44.33,19.35,27.04,55.51,46,25.22,50.29,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-52
 WatchingTV,24.63,56.43,184.8,26.09,48.69,8.4,27.72,44.33,17.2,27.04,55.69,48,25.22,50.29,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-53
 WatchingTV,24.63,56.43,184.8,26.09,48.69,8.4,27.73,44.33,23.65,27.04,55.69,48,25.23,50.42,9,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-54
 WatchingTV,24.64,56.43,233.1,26.09,48.63,14.7,27.72,44.33,25.8,27.04,55.69,40,25.21,50.42,31.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-55
 WatchingTV,24.64,56.43,233.1,26.09,48.63,14.7,27.73,44.33,17.2,27.03,55.58,40,25.22,50.42,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-56
 WatchingTV,24.64,56.43,233.1,26.09,48.63,12.6,27.73,44.33,17.2,27.03,55.58,40,25.22,50.42,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-56
 WatchingTV,24.63,56.48,237.3,26.09,48.63,10.5,27.72,44.33,30.1,27.04,55.15,44,25.2,50.29,13.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-58
 WatchingTV,24.64,56.54,203.7,26.1,48.69,4.2,27.72,44.33,21.5,27.04,55.21,44,25.2,50.29,4.5,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-51-59
 WatchingTV,24.64,56.54,239.4,26.1,48.69,10.5,27.73,44.33,21.5,27.02,55.15,36,25.19,50.29,18,  on_99_53,  off,  off,  off,  off,  off,  off,  standby,  off,  standby,  on,  off,  standby,  standby,  standby,  standby,  standby,  standby,  off,  off, on,  off,  off,  off,  2014-08-11-05-52-00
