6.3,6.3,10.75,9,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,6,NA
6.3,6.3,10.75,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,6,NA
6.3,6.3,10.75,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
6.3,6.3,10.75,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
6.3,6.3,10.75,293895,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
6.3,6.3,10.75,293895,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
6.3,6.3,10.75,293895,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,2,MEAL
6.3,6.3,4.3,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,6,MEAL
6.3,6.3,4.3,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,2,MEAL
6.3,6.3,4.3,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,2,MEAL
6.3,6.3,4.3,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,6,MEAL
6.3,6.3,4.3,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,2,MEAL
6.3,6.3,10.75,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,5,MEAL
6.3,6.3,10.75,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,0,MEAL
33.6,6.3,10.75,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,0,MEAL
33.6,6.3,10.75,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,0,MEAL
33.6,6.3,10.75,4.5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,0,MEAL
33.6,6.3,10.75,4.5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,1,MEAL
