25.88,55.64,6.3,25.68,52.77,6.3,28.87,43.67,10.75,27.4,49.5,130618,24.95,50.51,9,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,6,NA
25.88,55.64,6.3,25.68,52.77,6.3,28.87,43.67,10.75,27.4,49.5,130618,24.23,49.3,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,6,NA
25.88,55.64,6.3,25.68,52.77,6.3,28.87,43.67,10.75,27.4,49.5,130618,24,48.91,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
25.88,55.64,6.3,25.68,52.77,6.3,28.87,43.67,10.75,27.4,49.5,130618,23.3,48.44,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
25.88,55.64,6.3,25.68,52.77,6.3,28.87,43.67,10.75,27.4,49.5,130618,23.05,-1595.41,293895,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
25.88,55.64,6.3,25.68,52.77,6.3,28.87,43.67,10.75,27.4,49.5,130618,23.05,-1595.41,293895,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,3,NA
25.88,55.64,6.3,25.68,52.77,6.3,28.87,43.67,10.75,27.4,49.5,130618,23.05,-1595.41,293895,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,0,0, ,2,MEAL
25.88,55.64,6.3,25.68,52.77,6.3,28.76,42.23,4.3,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,6,MEAL
25.88,55.64,6.3,25.68,52.77,6.3,28.76,42.23,4.3,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,2,MEAL
25.88,55.64,6.3,25.68,52.77,6.3,28.76,42.23,4.3,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,2,MEAL
25.88,55.64,6.3,25.68,52.77,6.3,28.76,42.23,4.3,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,6,MEAL
25.88,55.64,6.3,25.68,52.77,6.3,28.76,42.23,4.3,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,2,MEAL
25.88,55.64,6.3,25.68,52.77,6.3,28.75,40.21,10.75,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,5,MEAL
25.88,55.64,6.3,25.68,52.77,6.3,28.75,40.21,10.75,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,0,MEAL
25.53,50.71,33.6,25.68,52.77,6.3,28.75,40.21,10.75,27.4,49.5,130618,22.34,50.2,4.5,0,10,0,0,0,0,0,1,0,1,0,0,0,1,10,10,0,1,0,0,10,0,0,0, ,0,MEAL
