Activity,livingroom_luminance
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,21
 UsingPC,8.4
 UsingPC,16.8
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,14.7
 UsingPC,12.6
 UsingPC,21
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,12.6
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,12.6
 UsingPC,12.6
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,14.7
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,14.7
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,18.9
 UsingPC,8.4
 UsingPC,6.3
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,6.3
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,25.2
 UsingPC,23.1
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,21
 UsingPC,8.4
 UsingPC,16.8
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,16.8
 UsingPC,12.6
 UsingPC,12.6
 UsingPC,23.1
 UsingPC,8.4
 UsingPC,25.2
 UsingPC,10.5
 UsingPC,16.8
 UsingPC,14.7
 UsingPC,25.2
 UsingPC,8.4
 UsingPC,21
 UsingPC,8.4
 UsingPC,27.3
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,12.6
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,23.1
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,29.4
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,21
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,23.1
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,21
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,25.2
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,29.4
 UsingPC,8.4
 UsingPC,25.2
 UsingPC,25.2
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,12.6
 UsingPC,8.4
 UsingPC,12.6
 UsingPC,12.6
 UsingPC,12.6
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,23.1
 UsingPC,10.5
 UsingPC,21
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,29.4
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,16.8
 UsingPC,16.8
 UsingPC,16.8
 UsingPC,16.8
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,18.9
 UsingPC,8.4
 UsingPC,25.2
 UsingPC,25.2
 UsingPC,16.8
 UsingPC,16.8
 UsingPC,14.7
 UsingPC,10.5
 UsingPC,16.8
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,8.4
 UsingPC,12.6
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,21
 UsingPC,12.6
 UsingPC,14.7
 UsingPC,8.4
 UsingPC,10.5
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,6.3
 UsingPC,10.5
 UsingPC,16.8
 UsingPC,10.5
 UsingPC,25.2
 UsingPC,10.5
 UsingPC,16.8
 UsingPC,12.6
 UsingPC,16.8
 UsingPC,10.5
 UsingPC,12.6
 UsingPC,8.4
 UsingPC,29.4
 UsingPC,29.4
 UsingPC,18.9
 UsingPC,8.4
 UsingPC,14.7
 UsingPC,10.5
 UsingPC,8.4
 UsingPC,12.6
 UsingPC,8.4
 UsingPC,16.8
 UsingPC,8.4
 UsingPC,8.4
 Sleeping,21
 Sleeping,21
 Sleeping,8.4
 Sleeping,23.1
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,10.5
 Sleeping,16.8
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,21
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,14.7
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,16.8
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,23.1
 Sleeping,8.4
 Sleeping,23.1
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,18.9
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,12.6
 Sleeping,14.7
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,18.9
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,18.9
 Sleeping,18.9
 Sleeping,12.6
 Sleeping,21
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,14.7
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,14.7
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,16.8
 Sleeping,18.9
 Sleeping,18.9
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,14.7
 Sleeping,8.4
 Sleeping,14.7
 Sleeping,18.9
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,14.7
 Sleeping,12.6
 Sleeping,10.5
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,10.5
 Sleeping,16.8
 Sleeping,14.7
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,14.7
 Sleeping,18.9
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,21
 Sleeping,8.4
 Sleeping,16.8
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,16.8
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,6.3
 Sleeping,10.5
 Sleeping,16.8
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,16.8
 Sleeping,6.3
 Sleeping,10.5
 Sleeping,6.3
 Sleeping,6.3
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,6.3
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,27.3
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,6.3
 Sleeping,6.3
 Sleeping,14.7
 Sleeping,14.7
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,16.8
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,21
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,27.3
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,16.8
 Sleeping,8.4
 Sleeping,18.9
 Sleeping,18.9
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,29.4
 Sleeping,14.7
 Sleeping,14.7
 Sleeping,14.7
 Sleeping,14.7
 Sleeping,25.2
 Sleeping,12.6
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,14.7
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,18.9
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,14.7
 Sleeping,8.4
 Sleeping,21
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,14.7
 Sleeping,14.7
 Sleeping,14.7
 Sleeping,16.8
 Sleeping,16.8
 Sleeping,16.8
 Sleeping,8.4
 Sleeping,25.2
 Sleeping,8.4
 Sleeping,16.8
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,16.8
 Sleeping,8.4
 Sleeping,14.7
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,29.4
 Sleeping,29.4
 Sleeping,12.6
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,10.5
 Sleeping,8.4
 Sleeping,12.6
 Sleeping,12.6
 Sleeping,8.4
 Sleeping,8.4
 Sleeping,23.1
