Activity,livingroom_tempterature
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.53
 UsingPC,24.53
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.53
 UsingPC,24.53
 UsingPC,24.53
 UsingPC,24.53
 UsingPC,24.53
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.53
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.56
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.56
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.53
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.52
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.56
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.54
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.55
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.59
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.59
 UsingPC,24.58
 UsingPC,24.59
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.58
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.59
 UsingPC,24.58
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.58
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.6
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.6
 UsingPC,24.59
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.59
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.61
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.6
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.59
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.58
 UsingPC,24.56
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.56
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.57
 UsingPC,24.58
 UsingPC,24.57
 UsingPC,24.57
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.33
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.33
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.32
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.29
 Sleeping,24.29
 Sleeping,24.3
 Sleeping,24.29
 Sleeping,24.29
 Sleeping,24.29
 Sleeping,24.29
 Sleeping,24.29
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.3
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.32
 Sleeping,24.31
 Sleeping,24.31
 Sleeping,24.33
 Sleeping,24.33
 Sleeping,24.34
 Sleeping,24.33
 Sleeping,24.33
 Sleeping,24.33
 Sleeping,24.35
 Sleeping,24.35
 Sleeping,24.35
 Sleeping,24.34
 Sleeping,24.36
 Sleeping,24.35
 Sleeping,24.37
 Sleeping,24.38
 Sleeping,24.38
 Sleeping,24.39
 Sleeping,24.39
 Sleeping,24.38
 Sleeping,24.39
 Sleeping,24.4
 Sleeping,24.39
 Sleeping,24.42
 Sleeping,24.4
 Sleeping,24.4
 Sleeping,24.41
 Sleeping,24.4
 Sleeping,24.41
 Sleeping,24.41
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.42
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.42
 Sleeping,24.43
 Sleeping,24.42
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.46
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.46
 Sleeping,24.45
 Sleeping,24.46
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.46
 Sleeping,24.44
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.47
 Sleeping,24.46
 Sleeping,24.47
 Sleeping,24.45
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.47
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.46
 Sleeping,24.45
 Sleeping,24.46
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.45
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.44
 Sleeping,24.44
 Sleeping,24.45
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.42
 Sleeping,24.44
 Sleeping,24.43
 Sleeping,24.44
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
 Sleeping,24.43
