Exercise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Sweep,0,6,0,0,0,0,0,0,0,0,147,0,0,0,0,0
Walk,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Meal,0,0,0,0,0,0,73,0,117,0,0,0,0,0,0,3
WashDishes,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlayPad,1,0,0,0,0,0,0,48,0,56,0,0,0,0,0,0
WatchTV,95,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0
Read,0,4,0,93,0,0,3,0,6,13,0,0,34,30,37,0
Sleep,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0
Other,0,1,3,0,0,0,0,0,0,2,3,0,0,0,2,3
