Exercise,0,0,0,1,0,115,3,0,0,0,0,0,0,0,0,0
Sweep,0,10,56,0,0,0,0,0,0,0,0,0,0,0,0,0
Walk,0,3,0,0,0,0,0,0,56,0,0,0,0,0,0,0
Meal,1,0,0,0,0,0,0,0,0,9,0,76,101,0,26,12
WashDishes,0,0,0,0,0,0,0,0,0,4,164,0,0,4,0,0
PlayPad,87,3,0,0,0,0,0,4,0,0,0,40,0,3,0,0
WatchTV,21,0,0,0,0,0,0,41,0,0,0,7,0,0,0,0
Read,0,7,0,0,0,0,4,166,0,0,0,11,0,0,0,0
Sleep,0,0,0,13,286,0,0,0,0,0,0,0,0,0,0,0
Other,1,5,0,3,0,0,1,0,0,2,0,2,0,1,0,0
