Activity,livingroom_luminance
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,172.2
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,168
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,165.9
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,168
WatchingTV,168
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,178.5
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,172.2
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,170.1
WatchingTV,172.2
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,168
WatchingTV,168
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,182.7
WatchingTV,182.7
WatchingTV,168
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,178.5
WatchingTV,168
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,165.9
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,176.4
WatchingTV,165.9
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,172.2
WatchingTV,176.4
WatchingTV,182.7
WatchingTV,168
WatchingTV,174.3
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,189
WatchingTV,165.9
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,182.7
WatchingTV,182.7
WatchingTV,182.7
WatchingTV,182.7
WatchingTV,182.7
WatchingTV,182.7
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,174.3
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,180.6
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,157.5
WatchingTV,170.1
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,176.4
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,174.3
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,172.2
WatchingTV,174.3
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
WatchingTV,178.5
PlayingKinect,178.5
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,176.4
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,168
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,176.4
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,184.8
PlayingKinect,184.8
PlayingKinect,184.8
PlayingKinect,184.8
PlayingKinect,184.8
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,178.5
PlayingKinect,176.4
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,186.9
PlayingKinect,186.9
PlayingKinect,186.9
PlayingKinect,186.9
PlayingKinect,186.9
PlayingKinect,168
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,172.2
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,172.2
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,170.1
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,176.4
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,176.4
PlayingKinect,186.9
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,178.5
PlayingKinect,176.4
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,182.7
PlayingKinect,168
PlayingKinect,170.1
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,170.1
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,176.4
PlayingKinect,170.1
PlayingKinect,170.1
PlayingKinect,170.1
PlayingKinect,170.1
PlayingKinect,170.1
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,180.6
PlayingKinect,178.5
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,182.7
PlayingKinect,163.8
PlayingKinect,168
PlayingKinect,168
PlayingKinect,168
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,174.3
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,172.2
PlayingKinect,174.3
PlayingKinect,174.3
WatchingTV,174.3
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,218.4
Reading,220.5
Reading,220.5
Reading,220.5
WatchingTV,220.5
WatchingTV,220.5
WatchingTV,220.5
WatchingTV,218.4
WatchingTV,218.4
Reading,218.4
Reading,218.4
Reading,218.4
Reading,216.3
Reading,216.3
Reading,216.3
Reading,216.3
Reading,163.8
Reading,212.1
Reading,216.3
Reading,216.3
Reading,218.4
Reading,218.4
Reading,212.1
Reading,216.3
Reading,216.3
Reading,216.3
Reading,216.3
Reading,218.4
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,222.6
Reading,222.6
Reading,222.6
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,218.4
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,235.2
Reading,235.2
Reading,216.3
Reading,220.5
Reading,220.5
Reading,222.6
Reading,222.6
Reading,222.6
Reading,222.6
Reading,222.6
Reading,222.6
Reading,222.6
Reading,224.7
Reading,226.8
Reading,226.8
Reading,226.8
Reading,226.8
Reading,226.8
Reading,226.8
Reading,226.8
Reading,226.8
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,218.4
Reading,218.4
Reading,218.4
Reading,218.4
Reading,218.4
Reading,218.4
Reading,224.7
Reading,224.7
Reading,228.9
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,233.1
Reading,220.5
Reading,224.7
Reading,224.7
Reading,237.3
Reading,239.4
Reading,241.5
Reading,241.5
Reading,241.5
Reading,241.5
Reading,241.5
Reading,237.3
Reading,231
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,243.6
Reading,243.6
Reading,220.5
Reading,224.7
Reading,231
Reading,235.2
Reading,243.6
Reading,243.6
Reading,243.6
Reading,243.6
Reading,243.6
Reading,243.6
Reading,243.6
Reading,254.1
Reading,254.1
Reading,254.1
Reading,222.6
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,241.5
Reading,241.5
Reading,241.5
Reading,241.5
Reading,241.5
Reading,241.5
Reading,220.5
Reading,231
Reading,231
Reading,231
Reading,231
Reading,231
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,228.9
Reading,224.7
Reading,224.7
Reading,220.5
Reading,220.5
Reading,220.5
Reading,222.6
Reading,233.1
Reading,233.1
Reading,233.1
Reading,233.1
Reading,233.1
Reading,224.7
Reading,222.6
Reading,222.6
Reading,222.6
Reading,224.7
Reading,224.7
Reading,224.7
Reading,226.8
Reading,226.8
Reading,226.8
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,235.2
Reading,224.7
Reading,224.7
Reading,224.7
Reading,224.7
Reading,222.6
Reading,222.6
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,220.5
Reading,218.4
Reading,218.4
Reading,216.3
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,207.9
Reading,222.6
Reading,222.6
Reading,201.6
Reading,203.7
Reading,205.8
Reading,205.8
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,210
Reading,210
Reading,210
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,212.1
Reading,212.1
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,205.8
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,205.8
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,216.3
Reading,216.3
Reading,216.3
Reading,203.7
Reading,203.7
Reading,205.8
Reading,205.8
Reading,205.8
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,207.9
Reading,207.9
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,214.2
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,210
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,203.7
Reading,201.6
Reading,203.7
Reading,203.7
Reading,203.7
Reading,207.9
Reading,207.9
Reading,207.9
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,205.8
Reading,205.8
Reading,201.6
Reading,201.6
Reading,203.7
Reading,203.7
Reading,203.7
Reading,203.7
Reading,203.7
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,212.1
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,207.9
Reading,203.7
Reading,203.7
Reading,203.7
Reading,203.7
Reading,201.6
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,205.8
Reading,201.6
Reading,201.6
Reading,201.6
Reading,201.6
Reading,201.6
Reading,201.6
Studying,16.8
Studying,18.9
Studying,18.9
Studying,25.2
Studying,21
Studying,21
Studying,21
Studying,21
Studying,23.1
Studying,23.1
Studying,23.1
Studying,25.2
Studying,21
Studying,21
Studying,21
Studying,25.2
Studying,25.2
Studying,23.1
Studying,25.2
Studying,23.1
Studying,23.1
Studying,21
Studying,21
Studying,21
Studying,21
Studying,21
Studying,23.1
Studying,21
Studying,23.1
Studying,27.3
Studying,23.1
Studying,23.1
Studying,21
