4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15,0,0,0,6,0,12,0,8,2,0,0,0,60,0,0,0,0,0,0,0,WashDishes
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12,0,0,0,6,0,10,0,8,2,0,0,0,60,0,0,0,0,0,0,0,WashDishes
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,11,0,0,0,4,0,8,0,10,2,0,0,0,60,0,0,0,0,0,0,0,WashDishes
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,0,0,0,4,0,8,0,12,4,0,0,0,60,0,0,0,0,0,0,0,WashDishes
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,4,0,10,0,11,4,0,0,0,60,0,0,0,0,0,0,0,WashDishes
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,0,0,0,6,0,12,0,8,2,0,0,0,60,0,0,0,0,0,0,0,WashDishes
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,0,0,0,6,0,10,0,8,2,0,0,0,60,0,0,0,0,0,0,0,WashDishes
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,4,0,8,0,9,2,0,0,0,60,0,0,0,0,0,0,0,WashDishes
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,0,0,0,4,0,9,0,12,2,0,0,0,60,0,0,0,0,0,0,0,WashDishes
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,0,0,0,6,0,10,0,12,2,0,0,0,0,0,0,0,0,0,60,0,WashDishes
